시도,주차장명,주차장유형 (노상/노외/부설),주소,위도,경도,관리기관,전화번호 (주차장관리자),"'18.9.22(토), 개방시작시간","'18.9.22(토), 개방종료시간","18.9.23(일), 개방시작시간","18.9.23(일), 개방종료시간","18.9.24(월), 개방시작시간","18.9.24(월), 개방종료시간","18.9.25(화), 개방시작시간","18.9.25(화),개방종료시간","18.9.26(수), 개방시작시간","18.9.26(수), 개방종료시간",특이사항,,,,,,,,,,,,,,,,,
충청남도,추북리주차장,노외,충청남도 서천군 화양면추동리182,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,동서천농협주차장,노외,충청남도 서천군 화양면옥포리248,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,월산리 주차장,노외,충청남도 서천군 화양면월산리180,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,장상리마을주차장,노외,충청남도 서천군 화양면장상리241,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,영모리마을주차장,노외,충청남도 서천군 기산면영모리246,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,내산정리마을주차장,노외,충청남도 서천군 기산면내산정리75,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,월기리마을주차장,노외,충청남도 서천군 기산면월기리349,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,두북리마을주차장,노외,충청남도 서천군 기산면두북리123,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,두남리마을주차장,노외,충청남도 서천군 기산면두남리40,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,신산리1마을주차장,노외,충청남도 서천군 기산면신산리120,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,신산리2마을주차장,노외,충청남도 서천군 기산면신산리92,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,화산리마을주차장,노외,충청남도 서천군 기산면화산리245,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,계촌리마을주차장,노외,충청남도 서천군 기산면계촌리3,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,원길리마을주차장,노외,충청남도 서천군 기산면원길리386,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,한산모시관주차장,노외,충청남도 서천군 한산면지현리60,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,신성리갈대밭주차장,노외,충청남도 서천군 한산면신성리158,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,지현3리 주차장,노외,충청남도 서천군 한산면지현리110,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,연봉리 주차장,노외,충청남도 서천군 한산면연봉리300,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,토산리 주차장,노외,충청남도 서천군 한산면동지리14,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,나교리 주차장,노외,충청남도 서천군 한산면나교리157,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,여사리 주차장,노외,충청남도 서천군 한산면여사리17,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,송산리 주차장 ,노외,충청남도 서천군 한산면송산리296,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,종지리 주차장,노외,충청남도 서천군 한산면종지리244,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,고촌리 주차장,노외,충청남도 서천군 한산면죽촌리282,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,관포리 주차장,노외,충청남도 서천군 마산면관포리158,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,요곡리 주차장,노외,충청남도 서천군 마산면요곡리475,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,요곡리 주차장,노외,충청남도 서천군 마산면요곡리484,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,이사리 주차장,노외,충청남도 서천군 마산면이사리238,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,송림리 주차장,노외,충청남도 서천군 마산면송림리162,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,신봉리 주차장,노외,충청남도 서천군 마산면신봉리248,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,생태공원 주차장,노외,충청남도 서천군 마산면신봉리226,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,나궁리 주차장,노외,충청남도 서천군 마산면나궁리77,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,신장리 주차장,노외,충청남도 서천군 마산면신장리388,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,초현리주차장,노외,충청남도 서천군 시초면초현리67,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,태성1리주차장,노외,충청남도 서천군 시초면태성리318,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,신곡1리주차장,노외,충청남도 서천군 시초면신곡리311,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,북산리 주차장,노외,충청남도 서천군 문산면북산리96,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,북산2리2차장,노외,충청남도 서천군 문산면북산리125,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,수암리 주차장,노외,충청남도 서천군 문산면수암리561,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,만덕리주차장(마을회관앞),노외,충청남도 서천군 판교면만덕리117,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,만덕리주차장,노외,충청남도 서천군 판교면만덕리66,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,복대리주차장(구 마을회관앞),노외,충청남도 서천군 판교면복대리79,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,복대1리마을주차장,노외,충청남도 서천군 판교면복대리341,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,복대1리주차장,노외,충청남도 서천군 판교면복대리464,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,복대리주차장,노외,충청남도 서천군 판교면복대리553,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,복대리주차장,노외,충청남도 서천군 판교면복대리538,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,마대리주차장(마을회관옆),노외,충청남도 서천군 판교면마대리120,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,수성리주차장,노외,충청남도 서천군 판교면수성리262,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,상좌라주차장,노외,충청남도 서천군 판교면상좌리409,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,상좌리 가좌울주차장,노외,충청남도 서천군 판교면상좌리61,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,우라리주차장(마을회관앞),노외,충청남도 서천군 판교면우라리119,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,판교리주차장(마을회관앞),노외,충청남도 서천군 판교면판교리137,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,후동리주차장,노외,충청남도 서천군 판교면후동리234,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,저산리주차장,노외,충청남도 서천군 판교면저산리362,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,흥림리주차장,노외,충청남도 서천군 판교면흥림리92,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,현암리주차장,노외,충청남도 서천군 판교면현암리154,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,신검리 주차장,노외,충청남도 서천군 종천면신검리221,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,백운 주차장,노외,충청남도 서천군 종천면종천2리179,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,당정2리 주차장,노외,충청남도 서천군 종천면당정2리545,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,당정3리 주차장,노외,충청남도 서천군 종천면당정3리20,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,장구2리 주차장,노외,충청남도 서천군 종천면장구2리259,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,장구교회 주차장,노외,충청남도 서천군 종천면장구2리276,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,산천1리 주차장,노외,충청남도 서천군 종천면산천1리519,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,석촌2리 주차장,노외,충청남도 서천군 종천면석촌2리112,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,성내2리 마을주차장,노외,충청남도 서천군 비인면성내리263,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,선도1리 마을주차장,노외,충청남도 서천군 비인면선도리606,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,성내3리 마을주차장,노외,충청남도 서천군 비인면성내리384,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,장포2리 마을주차장,노외,충청남도 서천군 비인면장포2리44,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,관  2리 마을 공용 주차장,노외,충청남도 서천군 비인면관리505,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,성산리 마을 공용 주차장,노외,충청남도 서천군 비인면성산리179,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,성북1리 마을 공용 주차장,노외,충청남도 서천군 비인면성북리176,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,남당리 마을 공용 주차장,노외,충청남도 서천군 비인면남당리224,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,춘장대제1주차장,노외,충청남도 서천군 서면도둔리1370,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,춘장대제2주차장,노외,충청남도 서천군 서면도둔리1272,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,합전주차장,노외,충청남도 서천군 서면신합리123,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,마량주차장,노외,충청남도 서천군 서면마량리299,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,내도둔주차장,노외,충청남도 서천군 서면마량리74,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,내도둔주차장,노외,충청남도 서천군 서면마량리85,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,대부사주차장,노외,충청남도 서천군 서면부사리299,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,월리주차장,노외,충청남도 서천군 서면월리284,,,충청남도 서천군청,041-950-4127,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,아산시공영노상주차장,노상,충청남도 아산시 온천동 240,364652.9N,1270014.6E,아산시시설관리공단,041-538-1923,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴내내 무료개방,,,,,,,,,,,,,,,,,
충청남도,아산시온양온천주차타워,부설,충청남도 아산시 온천동 94-10,36.782705,127.004194,아산시시설관리공단,041-538-1923,,,,,0:00,24:00,,,,,16일에 한함,,,,,,,,,,,,,,,,,
충청남도,아산시모종동제1공영주차장,노외,충청남도 아산시 모종동 562-4,,,아산시시설관리공단,041-538-1923,,,,,0:00,24:00,,,,,16일에 한함,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 예산공립어린이집인근 공영주차장,노외,충청남도 예산군 예산읍 교남길 40,36.67845296282717,126.85197982187623,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 구)중앙극장 공영주차장,노외,충청남도 예산군 예산읍 예산로 225,36.68012995924082,126.84981512960867,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 예산읍 공영주차장,노외,충청남도 예산군 예산읍 임성로1번길 7-1,36.67824728887476,126.84893721362965,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 삽교읍 공영주차장,노외,충청남도 예산군 삽교읍 두리3길 33,36.68827624167255,126.73916742193641,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 광시면 공영주차장,노외,충청남도 예산군 광시면 예당로 181,36.55117506712345,126.77339990538145,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 예산교육지원청 입구 공영주차장,노외,충청남도 예산군 예산읍 역전로126번길 14,36.689733331140644,126.83165209763831,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 예산학생수영장 앞 공영주차장,노외,충청남도 예산군 예산읍 역전로134번길 40,36.69036324505662,126.83359318013903,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 덕산면 읍내2리 마을회관 앞 공영주차장,노외,충청남도 예산군 덕산면 봉운로 18,36.70544546423273,126.67115512723429,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 산성리 고래사냥 옆 공영주차장,노외,충청남도 예산군 예산읍 벚꽃로127번길 16,36.692130580500276,126.83439949283765,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 덕산천주교회 앞 공영주차장,노외,충청남도 예산군 덕산면 덕산온천로 436,36.70387012961938,126.66849386173473,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 주교지하차도 옆 공영주차장,노외,충청남도 예산군 예산읍 예산로 26,36.68226803877595,126.8288847715124,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 덕산 또순네 식당 앞 공영주차장,노외,충청남도 예산군 예산읍 봉운로 25,36.70531716684819,126.6703812297601,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 백제식당뒤 공영주차장,노외,충청남도 예산군 예산읍 천변로 202-1,36.679097418145474,126.85137445508319,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 예산공판장 옆 공영주차장,노외,충청남도 예산군 예산읍 임성로 38,36.681629238212665,126.8496555829871,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 예산 치안센터뒤 공영주차장,노외,충청남도 예산군 예산읍 예산로194번길 21,36.679389379186304,126.84850984896875,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 군청앞진도화원앞 공영주차장,노외,충청남도 예산군 예산읍 사직로 20,36.68123119331579,126.84843463455016,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 우방아파트앞 공영주차장,노외,충청남도 예산군 예산읍 벚꽃로 149-7,36.693686116304576,126.83583739577749,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 금오초교후문 공영주차장,노외,충청남도 예산군 예산읍 역전로134번길 33,36.69109860730864,126.83362292582238,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 대회리 쌈지주차장,노외,충청남도 예산군 예산읍 관양산길 23-8,36.675477,126.848770,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 예산리 쌈지주차장,노외,충청남도 예산군 예산읍 신흥길35번길 8-2 ,36.677993,126.845872,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 예산군 신례원 공영주차장,노외,충청남도  예산군 예산읍 신례원로 218,36.727463,126.846395 ,충청남도 예산군청,041-339-7694,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,충청남도 홍성군청,노상,충청남도 홍성군 홍성읍 대교리 457,36.6009645,126.6687036,충청남도 홍성군 보훈회관관리협의회,041-632-4337,,,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,,,,,
충청남도,충청남도 홍성군청,노상,충청남도 홍성군 홍성읍 대교리 95-4,36.6014958,126.671093,충청남도 홍성군 보훈회관관리협의회,041-632-4337,,,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,,,,,
충청남도,충청남도 홍성군청,노외,충청남도 홍성군 홍성읍 오관리 86,36.6019042,126.6618452,충청남도 홍성군 보훈회관관리협의회,041-632-4337,,,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,,,,,
충청남도,충청남도 홍성군청,노외,충청남도 홍성군 홍성읍 대교리 405-2,36.6028309,126.6676634,충청남도 홍성군 홍천마을회,041-634-4606,,,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,,,,,
충청남도,충청남도 홍성군청,노외,충청남도 홍성군 홍성읍 오관리 366-4,36.5990255,126.6653506,충청남도 홍성군 홍천마을회,041-634-4606,,,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,,,,,
충청남도,충청남도 홍성군청,노외,충청남도 홍성군 홍성읍 오관리 460-2,36.598605,126.6639329,충청남도 홍성군 홍천마을회,041-634-4606,,,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,,,,,
충청남도,충청남도 홍성군청,노외,충청남도 홍성군 홍성읍 문화로 141,36.600071,126.662936,홍성군 보훈회관관리협의회,041-632-4337,,,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,,,,,
충청남도,천안시 두정공원 주차장,노외,충청남도 천안시 서북구 두정동 1366,,,충청남도 천안시,041-529-5157/5210,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,천안시 두정동 공영주차장,노외,충청남도 천안시 서북구 두정동 91-1,,,충청남도 천안시,041-529-5157/5210,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,천안시 문성동 공영주차장,노외,충청남도 천안시 동남구 문화로 15,,,충청남도 천안시,041-529-5157/5210,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,천안시 불당동 주차빌딩,노외,충청남도 천안시 서북구 검은들1길 15,,,충청남도 천안시,041-529-5157/5210,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
충청남도,천안시 불당동 공영주차장,노외,충청남도 천안시 서북구 불당동 735,,,충청남도 천안시,041-529-5157/5210,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,,,,,,,,,,,,,,,,,
