시도,주차장명,주차장유형 (노상/노외/부설),주소,위도,경도,관리기관,전화번호 (주차장관리자),"'18.9.22(토), 개방시작시간","'18.9.22(토), 개방종료시간","18.9.23(일), 개방시작시간","18.9.23(일), 개방종료시간","18.9.24(월), 개방시작시간","18.9.24(월), 개방종료시간","18.9.25(화), 개방시작시간","18.9.25(화), 개방종료시간","18.9.26(수), 개방시작시간","18.9.26(수), 개방종료시간",특이사항,
경기도,온신초,부설,경기도 광명시 범안로 657,,,온신초,02-2612-1954,08:40,16:40,08:40,16:40,16:40,18:00,08:40,16:40,08:40,16:40,,
경기도,충현초,부설,경기도 광명시 성채안로 16,,,충현초,02-898-4100,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,하안남초,부설,경기도 광명시 금당로 71,,,하안남초,02-893-2084,00:00,16:30,16:30,24:00,00:00,8:30,8:30,24:00,00:00,24:00,,
경기도,하안초,부설,경기도 광명시 안현로 16,,,하안초,02-806-1238,미개방,미개방,미개방,미개방,미개방,미개방,09:00,18:00,09:00,18:00,,
경기도,가림중,부설,경기도 광명시 오리로 616,,,가림중,02-6917-0100,0:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,광남중,부설,경기도 광명시 광명로 785,,,광남중학교,02-2614-9595,07:30,21:30,미개방,미개방,미개방,미개방,07:30,21:30,07:30,21:30,,
경기도,광명북중,부설,경기도 광명시 시청로 121,,,광명북중,02-2687-3802,6:00,20:00,6:00,20:00,6:00,20:00,6:00,20:00,6:00,20:00,,
경기도,광명중,부설,경기도 광명시 오리로876번길27,,,광명중,02-2684-3668,미개방,미개방,미개방,미개방,미개방,미개방,08:40,24:00,00:00,24:00,,
경기도,광문중,부설,경기도 광명시 덕단이로 43,,,광문중,02-2619-1727,미개방,미개방,09:00,17:00,미개방,미개방,09:00,17:00,09:00,17:00,,
경기도,안서중,부설,경기도 광명시 기아로13번안길 9-9,,,안서중,02-6911-4109,00:00,08:40,08:40,24:00,00:00,08:40,08:40,24:00,00:00,24:00,,
경기도,철산중,부설,경기도 광명시 철망산로 71,,,철산중,02-2610-4500,6:00,19:00,6:00,19:00,6:00,19:00,6:00,19:00,6:00,19:00,,
경기도,하안북중,부설,경기도광명시가림로22 ,,,하안북중,02-898-3821,8:00,18:00,미개방,미개방,미개방,미개방,8:00,18:00,8:00,18:00,,
경기도,광명경영회계고,부설,경기도 광명시 기아로13번안길 9-9,,,광명경영회계고,02-898-3395,00:00,24:00,00:00,24:00,17:00,24:00,00:00,24:00,00:00,24:00,,
경기도,광명고,부설,경기도 광명시 오리로876번길 17,,,광명고,02-2680-0507,미개방,미개방,08:00,일몰시,미개방,미개방,08:00,일몰시,08:00,일몰시,,
경기도,광명공업고등학교,부설,경기도 광명시 새터안로 20,,,광명공업고,02-2613-0024,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,광명북고,부설,경기도 광명시 시청로 127,,,광명북고,02-2615-9528,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,광휘고,부설,경기도 광명시 서원로 41,,,광휘고,070-4687-5705,0:00,08:50,12:00,24:00,00:00,08:50,08:50,24:00,00:00,24:00,,
경기도,운산고,부설,경기도 광명시 한내일로 17,,,운산고,02-2610-3000,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,충현고,부설,경기도 광명시 오리로 348. 62,,,충현고,02-6922-6100,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,배곧누리유,부설,경기도 시흥시 배곧5로 65-9,,,배곧누리유,031-319-4369,미개방,미개방,08:40,24:00,미개방,미개방,08:40,24:00,00:00,24:00,,
경기도,검바위초,부설,경기도 시흥시 수인로 3247번길 59,,,검바위초,070-7097-1005,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,계수초,부설,경기도 시흥시 계수초 203,,,계수초,070-7097-1975,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,군자초,부설,경기도 시흥시 군자로 539,,,군자초,07070145707,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,금모래초,노상,경기도 시흥시 대은로 16-29,,,금모래초,070-7097-0607,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,냉정초,노상,경기도 시흥시 역전로 369,,,냉정초,070-7097-2118,8:00,22:00,8:00,22:00,8:00,22:00,미개방,미개방,8:00,22:00,,
경기도,도창초,부설,경기도 시흥시 수인로 2793번길 6,,,도창초,070-7097-2302,미개방,미개방,8:30,20:00,미개방,미개방,8:30,20:00,8:30,20:00,,
경기도,목감초,노상,경기도 시흥시 목감초등기 49,,,목감초,070-7097-1566,미개방,미개방,10:00,22:00,미개방,미개방,10:00,22:00,10:00,22:00,,
경기도,배곧라온초,부설,경기도 시흥시 배곧4로 94-39,,,배곧라온초,031-8032-6590,미개방,미개방,09:00,17:00,미개방,미개방,09:00,17:00,09:00,17:00,,
경기도,배곧초,부설,경기도 시흥시 배곧4로 44-5,,,배곧초,031-8099-9793,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,배곧한울초,부설,경기도 시흥시 배곧1로 28-25,,,배곧한울초,031-412-4372,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,서촌초,노상,경기도 시흥시 정왕대로118번길 27,,,서촌초,070-7014-4098,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,서해초,부설,경기도 시흥시 정왕대로 53번길 14,,,서해초,031-434-6153,미개방,미개방,11:30,24:00,미개방,미개방,0:00,24:00,0:00,24:00,,
경기도,소래초,부설,경기도 시흥시 호현로 27번길14,,,소래초,070-7097-1686,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,송운초,부설,경기도 시흥시 옥구천동로433-25,,,송운초,070-4355-0604,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,승지초,부설,경기도 시흥시 승지로 110,,,승지초,070-7013-8605,7:00,21:00,7:00,21:00,7:00,21:00,7:00,21:00,7:00,21:00, ,
경기도,시흥능곡초,부설,경기도 시흥시 능곡중앙로 22,,,시흥능곡초,070-7096-7295,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,시흥신일초,부설,경기도 시흥시 신천로7번길 12,,,시흥신일초,070-7097-2809,7:00,10:00,7:00,10:00,7:00,10:00,7:00,10:00,7:00,10:00, ,
경기도,시흥월곶초,노상,경기도 시흥시 월곶해안로 69,,,시흥월곶초,070-7097-2504,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00, ,
경기도,시흥은행초,부설,경기도 시흥시 대은로104번길 29-10,,,시흥은행초,070-7097-0206,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,시흥장현초,부설,경기도 시흥시 시청로 80번길 5,,,시흥장현초,070-7097-1805,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,시흥초,부설,경기도 시흥시 정왕대로 143번길 15,,,시흥초,070-7097-2917,7:00,21:00,9:00,21:00,미개방,미개방,9:00,21:00,9:00,21:00,,
경기도,신천초,부설,경기도 시흥시 포도원로88,,,신천초,031-317-7903,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,연성초,부설,경기도 시흥시 나분들길 44번지,,,연성초,070-7014-8789,미개방,미개방,8:00,22:00,미개방,미개방,8:00,22:00,8:00,22:00,,
경기도,옥터초,부설,경기도 시흥시 옥터로 33,,,옥터초,070-7015-4477,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,운흥초,부설,경기도 시흥시 목감둘레로 109,,,운흥초,070-7091-3870,9:00,17:00,미개방,미개방,미개방,미개방,9:00,17:00,9:00,17:00,,
경기도,웃터골초,부설,경기도 시흥시 은행고길 18,,,웃터골초,070-7096-7703,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,월포초,부설,경기도 시흥시 월곶중앙로 18,,,월포초,070-7097-2709,미개방,미개방,11:00,22:00,미개방,미개방,11:00,22:00,11:00,22:00,,
경기도,은계초,부설,경기도 시흥시 대은로103번길24,,,은계초,031-314-0146,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,장곡초,부설,경기도 시흥시 장곡로70번길 12,,,장곡초,070-7096-6087,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,정왕초,부설,경기도시흥시중심상가로257,,,정왕초,070-7096-7888,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,조남초,부설,경기도 시흥시 목감둘레로 229-9,,,조남초,031-490-8275,미개방,미개방,9:00,17:00,미개방,미개방,9:00,17:00,9:00,17:00,,
경기도,포리초,부설,경기도 시흥시 신현로 202번길 31,,,포리초,070-7097-2579,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,함현초,부설,경기도 시흥시 역전로 455,,,함현초,070-7097-0807,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,군서중,부설,경기도 시흥시 봉우재로 37번길 15,,,군서중,070-7097-1705,미개방,미개방,08:40,24:00,미개방,미개방,00:00,24:00,00:00,24:00,,
경기도,군자중,부설,경기도 시흥시 군자봉길 299,,,군자중,070-7097-2625,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,논곡중,부설,경기도 시흥시 수인로 2421번길 72,,,논곡중,070-7097-1390,미개방,미개방,09:00,21:00,미개방,미개방,09:00,21:00,09:00,21:00,,
경기도,대흥중,부설,경기도 시흥시 서해안로 1587번지,,,대흥중,070-7097-0906,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,배곧중,부설,경기도 시흥시 배곧4로 72,,,배곧중,031-8099-9910,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,소래중,부설,경기도 시흥시 은행로 60,,,소래중,070-7097-1202,미개방,미개방,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,송운중,부설,경기도 시흥시 옥구천동로 433-11,,,송운중,070-7016-3920,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,시화중,노상,경기도 시흥시 큰솔로52번길23,,,시화중,070-7097-0710,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,시흥능곡중,부설,경기도 시흥시 능곡로 117,,,시흥능곡중,070-7096-5159,7:00,21:00,7:00,21:00,7:00,21:00,7:00,21:00,7:00,21:00,,
경기도,시흥매화중,부설,경기도 시흥시 매화로 71,,,시흥매화중,031-316-8713,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00, ,
경기도,시흥은행중,부설,경기도 시흥시 은행로144번길 36,,,시흥은행중,070-7097-0308,9:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,시흥중,부설,경기도 시흥시 옥구천동로 374번길 39,,,시흥중,070-7097-1541,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,7:00,23:00,,
경기도,신천중,부설,경기도 시흥시 포도원로 88-1,,,신천중,070-7097-0406,미개방,미개방,08:30,24:00,미개방,미개방,08:30,24:00,00:00,24:00,,
경기도,연성중,부설,경기도 시흥시 하상로 14-7,,,연성중,031-317-3034,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,월곶중,노상,경기도 시흥시 월곶해안로 63,,,월곶중,070-7158-9035,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,은계중,노상,경기도 시흥시 대은로 111번길 10,,,은계중,031-435-5137,8:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,응곡중,부설,경기도 시흥시 장곡로 54번길 14,,,응곡중,031-435-5135,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장곡중,부설,경기도 시흥시 장곡로 10,,,장곡중,070-7097-0054,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,정왕중,부설,경기도 시흥시 정왕대로 298번길 28,,,정왕중,070-7097-0509,미개방,미개방,9:00,19:00,미개방,미개방,9:00,19:00,미개방,미개방,,
경기도,조남중,부설,경기도 시흥시 목감둘레로 205,,,조남중,031-490-4815,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,,
경기도,함현중,부설,경기도 시흥시 역전로 435,,,함현중,070-7013-8109,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,한국글로벌중,노상,경기도 시흥시 금오로 640,,,한국글로벌중,02-2617-5385,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,,
경기도,군서고,부설,경기도 시흥시 군서마을로100,,,군서고,031-363-1510,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,군자디지털과학고,노상,경기도 시흥시 군자로487번길 54,,,군자디지털과학고,031-489-8114,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00, ,
경기도,배곧고,부설,경기도 시흥시 배곧4로 94-10,,,배곧고,070-7014-4300,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,서해고,부설,경기도 시흥시 정왕신길로13,,,서해고,031-496-2909,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,소래고,노상,경기도 시흥시 수인로 3287번길 26,,,소래고,032-313-6182,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,시화공업고,노외,경기도 시흥시 정왕천로 404,,,시화공업고,070-8708-2189,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,시흥고,부설,경기도 시흥시 상직길25,,,시흥고,070-7871-6895,미개방,미개방,09:00,24:00,00:00,09:00,09:00,24:00,00:00,24:00,,
경기도,시흥매화고,부설,경시도 시흥시 매화로 35,,,시흥매화고,031-365-8331,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,신천고,부설,경기도 시흥시 포도원로 50,,,신천고,070-7871-5810,6:00,22:00,6:00,22:00,6:00,22:00,6:00,22:00,6:00,22:00, ,
경기도,은행고,부설,경기도 시흥시 은행고길 85,,,은행고,031-363-5000,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,장곡고,부설,경기도 시흥시 장곡로70번길8,,,장곡고,031-362-8318,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,정왕고,부설,경기도 시흥시 정왕대로118번길 13,,,정왕고,031-488-5319,6:00,19:00,6:00,19:00,6:00,19:00,6:00,19:00,16:00,19:00,,
경기도,함현고,노외,경기도 시흥시 역전로463,,,함현고,031-430-8384,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00, 주차장 40대 개방 ,
경기도,경기자동차과학고,부설,경기도 시흥시 금오로 103,,,경기자동차과학고,031-310-9067,0:00,24:00,0:00,24:00,17:00,24:00,0:00,24:00,0:00,24:00, ,
경기도,한국조리과학고,노상,경기도 시흥시 금오로640,,,한국조리과학고,02-2610-4600,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00, ,
경기도,소새울유치원,부설,경기도 부천시 은성로 58,,,소새울유치원,070-7099-0851,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,계남초,부설,경기도 부천시 조마루로 255,,,계남초,070-7096-7200,00:00,24:00,00:00,24:00,00:00,24:00,미개방,미개방,00:00,24:00,,
경기도,고강초,부설,경기도 부천시 역곡로 482번길 57,,,부천시설관리공단,032-340-0700,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,고리울초,부설,경기도 부천시 고리울로93,,,고리울초,070-7094-0999,미개방,미개방,09:00,17:00,미개방,미개방,09:00,17:00,09:00,17:00,,
경기도,까치울초,부설,경기도 부천시 오정구 역곡로 324번길(작동),,,까치울초,070-7015-2707,미개방,미개방,08:40,18:00,미개방,미개방,08:40,18:00,08:40,18:00,,
경기도,도당초,부설,경기도 부천시 삼작로 268번길 21,,,도당초,070-7099-8619,미개방,미개방,09:00,17:00,미개방,미개방,09:00,17:00,09:00,17:00,,
경기도,도원초,부설,경기도 부천시 마니로 13,,,도원초,070-7099-5107,미개방,미개방,13:00,16:00,미개방,미개방,13:00,16:00,13:00,16:00,,
경기도,동곡초,부설,경기도 부천시 원미구 안곡로 248,,,동곡초,070-7096-6109,미개방,미개방,08:30,20:00,미개방,미개방,08:30,20:00,07:00,20:00,,
경기도,동산초,부설,경기도 부천시 오정로 251번길 50,,,동산초,070-7099-0307,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,범박초,부설,경기도 부천시 범박로1,,,범박초,070-7013-2880,08:00,18:00,08:00,18:00,미개방,미개방,08:00,18:00,08:00,18:00,,
경기도,복사초,부설,경기도 부천시 소사로96,,,복사초,032-346-1852,미개방,미개방,08:40,18:00,미개방,미개방,08:40,18:00,08:40,18:00,,
경기도,부광초,부설,경기도 부천시 석천로209번길 40,,,부광초,070-7096-7408,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,
경기도,부원초,부설,경기도 부천시 호현로447번길 14,,,부원초,070-7099-8888,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부일초,부설,경기도 부천시 원미로182번길 31,,,부일초,070-7096-7669,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부천동초,부설,경기도 부천시 지봉로 51번길 22,,,부천동초 ,070-7096-6205,미개방,미개방,08:30,24:00,미개방,미개방,08:30,24:00,08:30,24:00,,
경기도,부천부곡초,부설,경기도 부천시 부흥로 272번길31,,,부천부곡초,070-7099-5628,00:00,24:00,18:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부천서초,부설,경기도 부천시 부일로 330번길 30,,,부천서초,070-7099-8909,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부천송일초,부설,경기도 부천시 경인로60번길 19(송내동),,,부천송일초,032-654-8415,미개방,미개방,00:00,24:00,00:00,24:00,미개방,미개방,00:00,24:00,,
경기도,부천수주초,부설,경기도 부천시 고강로99(고강동),,,부천수주초,070-7099-8307,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부천신흥초,부설,경기도 부천시 길주로391번길 71 ,,,부천신흥초,070-7096-7017,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부천양지초,부설,경기도 부천시 길주로391번길 71,,,부천양지초,070-7099-0606,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부천여월초,부설,경기도 부천시 성곡로63번길 23,,,부천여월초,070-7096-7507,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부천역곡초,부설,경기도 부천시 역곡로65번길12,,,부천역곡초,070-7096-6406,미개방,미개방,19:00,24:00,07:00,미개방,19:00,24:00,07:00,24:00,,
경기도,부천일신초,부설,경기도 부천시 범안로96번길 26,,,부천일신초,070-7099-4707,14:00,22:00,08:00,22:00,미개방,미개방,08:00,22:00,08:00,22:00,,
경기도,부천중앙초,부설,경기도 부천시 옥산로30,,,부천중앙초,070-7096-6303,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부천중원초,부설,경기도 부천시 석천로273,,,부천중원초,070-7096-6507,08:00,17:00,08:00,17:00,미개방,미개방,08:00,17:00,08:00,17:00,,
경기도,상미초,부설,경기도 부천시 상이로 64,,,상미초,070-7099-0056,09:00,16:40,16:40,18:00,미개방,미개방,09:00,18:00,09:00,18:00, 지하주차장 미개방 ,
경기도,상원초,부설,경기도 부천시 부흥로 93,,,상원초,070-7099-4359,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,상일초,부설,경기도 부천시 원미구 조마루로 57,,,상일초,070-7099-2409,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,상지초,부설,경기도 부천시 장말로189,,,상지초,032-661-1717,00:00,24:00,00:00,21:00,미개방,미개방,미개방,미개방,미개방,미개방,,
경기도,성주초,부설,경기도 부천시 원미구 성주로118,,,성주초,070-7099-3799,미개방,미개방,09:00,17:30,미개방,미개방,09:00,17:30,09:00,17:30,,
경기도,소안초,부설,경기도 부천시 소사동로72번길 29,,,소안초,070-7099-3007,미개방,미개방,06:00,21:30,06:00,21:30,미개방,미개방,06:00,21:30,,
경기도,송내초,부설,경기도 부천시 석천로 27,,,송내초,070-7099-3540,06:00,16:00,미개방,미개방,미개방,미개방,08:00,20:00,08:00,20:00, 시설 공사중 ,
경기도,신도초,부설,경기도 부천시 부흥로 137,,,신도초,070-7099-2069,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,심곡초,부설,경기도 부천시 장말로 309,,,심곡초,070-7099-9808,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,심원초,부설,경기도 부천시 원미구 옥산로 66,,,심원초,070-7099-0739,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,약대초,부설,경기도 부천시 수도로 66번길 14,,,약대초,070-7094-1600,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,오정초,부설,경기도 부천시 소사로 794번길 48,,,오정초,070-7099-9784,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,옥산초,부설,경기도 부천시 길주로 327,,,옥산초,070-7099-4390,00:00,16:40,16:40,24:00,00:00,16:40,16:40,24:00,00:00,24:00,,
경기도,원미초,부설,경기도 부천시 부흥로 423,,,원미초,070-7096-6604,00:00,24:00,17:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,원종초,부설,경기도 부천시 삼작로410번길 38,,,원종초,070-7099-3809,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,중동초,부설,경기도 부천시 심중로75번길 37,,,중동초,070-7016-4117,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,,
경기도,중흥초,부설,경기도 부천시 계남로 214,,,중흥초,070-7095-9073,미개방,미개방,08:30,24:00,미개방,미개방,08:30,24:00,00:00,24:00,,
경기도,까치울중,부설,경기도 부천시 소사로 647,,,까치울중,032-684-3491,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,
경기도,내동중,부설,경기도 부천시 삼작로 108번길53,,,내동중,070-7099-4953,미개방,미개방,08:30,19:00,08:30,19:00,08:30,19:00,08:30,19:00,,
경기도,덕산중,부설,경기도 부천시 성오로 203,,,덕산중,070-7099-5037,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,부인중,부설,경기도 부천시 상일로62,,,부인중,070-7099-5811(당직실),미개방,미개방,미개방,미개방,09:00,24:00,미개방,미개방,미개방,미개방,,
경기도,부일중,부설,경기도 부천시 소사로86,,,부일중,032-346-9003(당직실),00:00,24:00,00:00,24:00,미개방,미개방,00:00,24:00,00:00,24:00,,
경기도,부천남중,부설,경기도 부천시 성주로 148,,,부천남중,070-7096-7305,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,,
경기도,부천부곡중,부설,경기도 부천시 부흥로 284,,,부천부곡중,070-7099-5316,00:00,24:00,00:00,24:00,00:00,08:30,미개방,미개방,08:30,24:00,,
경기도,부천부흥중,부설,경기도 부천시 계남로 268,,,부천부흥중,070-70990854,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,,
경기도,부천여월중,부설,경기도 부천시 성곡로57번길 25번지,,,부천여월중,070-7099-4560,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,   ,
경기도,부천여중,부설,경기도 부천시 성주로23번길22,,,부천여중,032-666-5832,07:00,16:30,16:30,22:00,미개방,미개방,07:00,22:00,07:00,22:00,,
경기도,부천일신중,부설,경기도 부천시 범안로 96번길 44,,,부천일신중,070-7099-8706,09:00,19:00,미개방,미개방,미개방,미개방,미개방,미개방,미개방,미개방,,
경기도,부천중,부설,경기도 부천시 심중로75번길 64,,,부천중,032-611-5423,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,상도중,부설,경기도 부천시 장말로159,,,상도중,070-7099-4505,00:00,24:00,미개방,미개방,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,석천중,부설,경기도 부천시 계남로71번길,,,석천중,070-7096-7345,06:00,20:00,미개방,미개방,06:00,20:00,06:00,20:00,06:00,20:00,,
경기도,성곡중,부설,경기도 부천시 삼작로 496번길 10-25(작동),,,성곡중,070-7099-9908,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,소사중,부설,경기도 부천시 소사로102번길 80,,,소사중,032-347-5084,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,수주중,부설,경기도 부천시 역곡로 524,,,수주중,070-7013-2507,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,,
경기도,심원중,부설,경기도 부천시 계남로 352,,,심원중,070-7099-5272,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,역곡중 ,부설,경기도 부천시 역곡로58번길27,,,역곡중 ,032-342-6502,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,   ,
경기도,중흥중,부설,경기도 부천시 신흥로245(중동),,,중흥중,"070-7099-0368(당직실), 0367(시설관리실), 0363(행정실)",00:00,24:00,00:00,24:00,17:00,24:00,00:00,24:00,00:00,24:00,,
경기도,소명여중,부설,경기도 부천시 부일로571번길 84,,,소명여고,070-7099-5521,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,경기예고,부설,경기도 부천시 석천로209번길37,,,경기예고,070-7164-2261,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,계남고,부설,경기도 부천시 부흥로 261,,,계남고,032-322-9174,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도,덕산고,부설,경기도 부천시 오정로 266번길 69,,,덕산고,070-7094-1500,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
경기도, 범박고,부설,경기도 부천시 범박로 27-1,,,범박고,032-349-4623,미개방,미개방,00:00,24:00,미개방,미개방,00:00,24:00,00:00,24:00,,
경기도,부명고,부설,경기도 부천시 범박로 27-1,,,부명고,032-324-0164,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
