시도,주차장명,주차장유형 (노상/노외/부설),주소,위도,경도,관리기관,전화번호 (주차장관리자),"'18.2.14(수), 개방시작시간","'18.2.14(수), 개방종료시간","'18.2.15(목), 개방시작시간","'18.2.15(목), 개방종료시간","'18.2.16(금), 개방시작시간","'18.2.16(금), 개방종료시간","'18.2.17(토), 개방시작시간","'18.2.17(토), 개방종료시간","'18.2.18(일), 개방시작시간","'18.2.18(일), 개방종료시간",특이사항,
경기도,현충노상,노상,경기도 안양시 만안구 안양6동 426번지 일원,37.3907769,126.9287588,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,개나리놀이터,노외,경기도 안양시 만안구 안양동 873-39번지 (개나리놀이터지하),37.4013276,126.9153425,경기도 안양시장애인단체연합회,031-444-1133,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,해동놀이터,노외,경기도 안양시 동안구 관양동 1393-4번지 (해동놀이터지하),37.4072162,126.955918,경기도 안양시장애인단체연합회,031-444-1133,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,덕천노외,노외,경기도 안양시 만안구 안양7동 194-36(주접지하도 인근),37.3901136,126.9344281,경기도 ㈜연우파킹,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,남부노외,노외,경기도 안양시 만안구 안양1동 622-230(남부시장 내),37.4032895,126.9249855,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,평촌스마트스퀘어,노외,경기도 안양시 동안구 관양2동 1741번지,37.3983893,126.9641113,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,공원아파트 뒤,노외,경기도 안양시 만안구 안양2동 822-21,37.4063259,126.9122871,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,안양공고 뒤,노외,경기도 안양시 만안구 안양3동 910-10,37.3988301,126.9130979,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,한마음선원뒤,노외,경기도 안양시 만안구 석수1동 101-180,37.4221092,126.9093195,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,석수2동 주민센터 주변,노외,경기도 안양시 만안구 석수2동 279-38,37.4140544,126.9095668,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,정우아트빌라 뒤,노외,경기도 안양시 만안구 박달1동 8-1,37.4057187,126.9078942,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,관양1동 주민센터 주변,노외,경기도 안양시 동안구 관양1동 1424-6,37.4051107,126.9637238,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,비산성당뒤,노외,경기도 안양시 동안구 비산1동 544-7,37.4006898,126.931708,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,신기사거리 고가 밑,노외,경기도 안양시 동안구 호계2동 335-22,37.3775806,126.9524251,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,동안구청 부설주차장,부설,경기도 안양시 동안구 비산동 1111번지 동안구청,37.3924468,126.9513988,경기도 안양시 동안구청,031-8045-4222,19:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,수리산2노상,노상,경기도 안양시 만안구 안양6동 508번지 일원,37.3896699,126.930736,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,인덕원1,노상,경기도 안양시 동안구 관양2동 1506번지 일원,37.3996904,126.9776969,경기도 고엽제전우회,031-425-0109,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,안양3동노상,노상,경기도 안양시 만안구 안양3동 695번지 일원,37.3933079,126.9143467,경기도 윤용민,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,평촌역노상,노상,경기도 안양시 동안구 부림동 1607번지 일원,37.3932172,126.9631428,경기도 월남전참전자회,031-426-0378,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,시청앞노상,노상,경기도 안양시 동안구 부림동 1591번지 일원,37.3921966,126.9564807,경기도 ㈜연우파킹,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,먹거리촌노상,노상,경기도 안양시 동안구 귀인동 900-1번지 일원,37.3849177,126.9598387,경기도 특수임무유공자회,031-469-9053,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,수암복개,노외,경기도 안양시 만안구 안양1동 1195번지  일원,37.3998023,126.9244583,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,안양2동노외,노외,경기도 안양시 만안구 안양동 842-2번지 안양2동주민센터,37.4049694,126.9177327,경기도 안양실버포럼,031-466-6688,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,인덕원환승,노외,경기도 안양시 동안구 관양동 157번지(인덕원역 인근),37.4008891,126.9792777,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,관악역환승2,노외,경기도 안양시 만안구 석수2동 262-14(관악역 옆),37.4185495,126.9083976,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,박달시장노상,노상,경기도 안양시 만안구 박달1동 22번지 일원,37.4046912,126.9074324,경기도 지방행정동우회,031-8045-2784,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,덕천노상,노상,경기도 안양시 만안구 안양7동 212번지 일원,37.3839971,126.9367823,경기도 ㈜연우파킹,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,예술공원고가밑,노상,경기도 안양시 만안구 안양2동 18번지 일원,37.414026,126.9199025,경기도 안양시장애인단체연합회,031-444-1133,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,관악노상1,노상,경기도 안양시 동안구 관양1동 1451번지 일원,37.4035516,126.9626178,경기도 지방행정동우회,031-8045-2784,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,관악노상2,노상,경기도 안양시 동안구 관양1동 1422번지 일원,37.404335,126.9613975,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,호계고가밑,노상,경기도 안양시 동안구 호계3동 670번지 일원,37.3684446,126.9530296,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,박달고가,노상,경기도 안양시 만안구 안양2동 857번지 일원,37.4092478,126.915898,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,동안노상,노상,경기도 안양시 동안구 달안동 1111번지 일원,37.3924468,126.9513988,경기도 월남전참전자회,031-426-0378,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,범계역노상,노상,경기도 안양시 동안구 범계동 1407번지 일원,37.3742281,126.9507903,경기도 상이군경회,031-382-9953,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,삼막사,노상,경기도 안양시 만안구 석수1동 6-8번지 일원,37.4335489,126.9172596,경기도 안양시장애인단체연합회,031-444-1133,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,학원가노상,노상,경기도 안양시 동안구 신촌동 1065번지 일원,37.3831696,126.9594558,경기도 전몰군경유족회,031-382-0265,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,관양2동복개,노상,경기도 안양시 동안구 관양2동 1480-2번지 일원,37.4033296,126.9735846,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,청원노외,노외,경기도 안양시 만안구 안양2동 845-13(만안아파트 옆),37.4045828,126.9189303,경기도 안양시시설관리공단,031-389-5326,,,,,,,,,,,2/15~2/18개방안함,
경기도,명학역,노외,경기도 안양시 만안구 덕천로 48번길(명학역 2번 출구 앞),,,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,안양4동노외,노외,경기도 안양시 만안구 안양동 711-23번지 (중앙시장 5문 입구),37.3971942,126.9184868,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,예술공원노외,노외,경기도 안양시 만안구 석수동 240-18번지 (예술공원 입구),37.4188556,126.9201796,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,일번가노외,노외,경기도 안양시 만안구 안양1동 633-3(안양1동 육교 옆),37.3988834,126.9247303,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,관안역환승1,노외,경기도 안양시 만안구 석수2동 259-30(관악역 옆),37.4192969,126.9078432,경기도 안양시시설관리공단,031-389-5326,,,,,,,,,,,2/15~2/18개방안함,
경기도,관악역환승3,노외,경기도 안양시 만안구 석수1동110-26(관악역 2번 출구 우측),37.4184153,126.9096743,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,관악역환승4,노외,경기도 안양시 만안구 석수1동103-1(관악역 2번 출구 좌측),37.4196939,126.9086447,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,호계1동노외,노외,경기도 안양시 동안구 호계1동 994-21(호계시장 내),37.3732764,126.9591454,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,호계3동노외,노외,경기도 안양시 동안구 호계동 966-46번지 리치밸리,37.3686708,126.9555017,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,석수대형화물,노외,경기도 안양시 만안구 석수3동 706-160(충훈고 앞),37.4102259,126.8996317,경기도 충훈대형차량자치운영회,031-473-9381,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,평촌지하,노외,경기도 안양시 동안구 시민대로238(시청앞 미관광장 지하),,,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,화창초교,노외,경기도 안양시 만안구 석수동 348-7번지 화창초등학교,37.4119143,126.9037635,경기도 안양시장애인단체연합회,031-444-1133,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,냉천놀이터,노외,경기도 안양시 만안구 안양동 627-98번지 (냉천놀이터 지하),37.3951694,126.9220125,경기도 안양시장애인단체연합회,031-444-1133,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,병목안시민공원,노외,경기도 안양시 만안구 안양동 산82-2번지 (병목안시민공원 내),37.3845818,126.9088694,경기도 제향경우회,031-383-7554,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,자유공원,노외,경기도 안양시 동안구 호계동 1081-7번지 (자유공원 내),37.3791699,126.9614792,경기도 무공수훈자회,031-381-0625,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,박달시장노외,노외,경기도 안양시 만안구 박달동21-18(기업은행 옆),37.4042038,126.9063149,경기도 행정동우회,031-8045-2784,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,수목원입구노외,노외,경기도 안양시 만안구 석수1동 844(수목원 입구),37.4328078,126.9270677,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,관양2동노외,노외,경기도 안양시 동안구 관양2동 1497(주은혜교회 뒤),37.4009866,126.9721512,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,삼덕노외,노외,경기도 안양시 만안구 안양4동 782-43(삼덕공원 옆),37.3960836,126.9151792,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,,,"2/14,2/18개방안함",
경기도,샘모루초교,노외,경기도 안양시 동안구 비산1동 405번지 (샘모루초교),37.3996048,126.9408682,경기도 안양시장애인단체연합회,031-444-1133,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,동편마을지하,노외,경기도 안양시 동안구 관양1동 1709번지,37.4081677,126.9727017,경기도 안양시시설관리공단,031-389-5326,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,석수2동노외,노외,경기도 안양시 만안구 석수2동 279-39번지,37.413964,126.9091489,경기도 안양시시설관리공단,031-389-5327,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,박달시장2노외,노외,경기도 안양시 만안구 박달1동 74-8번지 일원,37.4028563,126.911399,경기도 안양시시설관리공단,031-389-5328,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,2/14개방안함,
경기도,정우아파트옆,노외,경기도 안양시 만안구 안양3동 910-4,37.3987487,126.9126802,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,서초교 옆,노외,경기도 안양시 만안구 안양3동 960-1,37.3963337,126.9123443,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,안양3동노외,노외,경기도 안양시 만안구 안양3동 964-14,37.3957219,126.9134292,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장미맨션뒤,노외,경기도 안양시 만안구 안양5동 593-1,37.3907738,126.9239821,경기도 안양시,031-8045-2299,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장흥면사무소,노상,경기도 양주시 장흥면 일영리 137-2번지,37.7177604,126.9412504,경기도 양주시,031-8082-7637 ,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장흥관광지(노상) 주차장,노상,경기도 양주시 장흥면 석현리 369-10,37.7365413,126.9515018,경기도 양주시 시설관리공단,031-828-9881,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장흥관광지 제5주차장(아시나요),노외,경기도 양주시 장흥면 석현리 373-2,37.7357392,126.9508557,경기도 양주시 시설관리공단,031-828-9881,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장흥관광지 제4주차장(선비촌),노외,경기도 양주시 장흥면 석현리 369-3,37.7358745,126.9512754,경기도 양주시 시설관리공단,031-828-9881,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장흥관광지 제3주차장(효편의점),노외,경기도 양주시 장흥면 석현리 394-15,37.731459,126.9494407,경기도 양주시 시설관리공단,031-828-9881,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,회천1동 행정복지센터,부설,경기도 양주시 덕정동 140-1번지,37.8439737,127.0660156,경기도 양주시,031-8082-7783,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,회천3동 행정복지센터,부설,경기도 양주시 덕정동 206-6번지,37.8377558,127.0686799,경기도 양주시,031-8082-7824,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,고읍도서관,부설,경기도 양주시 광사동 659번지,37.792871,127.0827295,경기도 양주시,,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장흥관광지 제2주차장(장흥관광지),노외,경기도 양주시 장흥면 석현리 394,37.7310445,126.9493616,경기도 양주시 시설관리공단,031-828-9881,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,덕정주공상가 공영주차장,노상,경기도 양주시 덕정동 256-1번지,37.837306,127.0674867,경기도 양주시 시설관리공단,031-828-9892,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,가석지구 공영주차장(2),노외,경기도 양주시 광적면 가납리 870-5,37.8211416,126.986402,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,남방4통 공영주차장,노외,경기도 양주시 남방동 199-3번지 ,37.7667904,127.0440685,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,덕정노외주차장,노외,경기도 양주시 덕정동 138-36번지 ,37.8445324,127.0658456,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,덕정역사 공영주차장,노외,경기도 양주시 덕정동 350-271 ,37.8412279,127.062037,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,광적복개주차장,노외,경기도 양주시 광적면 가납리 702-23번지 ,37.8217543,126.9867426,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,광적노외주차장,노외,경기도 양주시 광적면 가납리 844번지,37.8237538,126.9826532,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,가납공영주차장,노외,경기도 양주시 광적면 가납리 709-38,37.820448,126.9875719,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,가석지구 공영주차장(1),노외,경기도 양주시 광적면 가납리 860,37.8226458,126.9839029,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,가석지구 공영주차장(3),노외,경기도 양주시 광적면 가납리 900,37.820195,126.9823248,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,가석지구 공영주차장(4),노외,경기도 양주시 광적면 가납리 910-8,37.8191671,126.9780207,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,삼육사로 노상주차장,노상,경기도 양주시 남면 신산리 산 18-1번지 ,37.8921444,126.9854312,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,고읍(만송동) 공영주차장,노외,경기도 양주시 만송동 689-4,37.7990605,127.0828724,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,고읍(광사동) 공영주차장,노외,경기도 양주시 광사동 688,37.7888447,127.0813969,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,고읍(3) 공영주차장,노외,경기도 양주시 광사동 679-2,37.7912329,127.0803663,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,덕정노상주차장,노상,경기도 양주시 덕정동 151-55번지 ,37.842389,127.0642647,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,"덕정동 노상주차장
(장마당 일원)",노상,경기도 양주시 덕정동 135-5번지 ,37.8433621,127.0641746,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,덕정8통 노상주차장(1),노상,경기도 양주시 덕정동 286-13,37.8384426,127.0647044,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,덕정8통 노상주차장(2),노상,경기도 양주시 덕정동 286-43 ,37.8394434,127.0632625,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,금광아파트 옆 주차장,노외,경기도 양주시 덕계동 424-35번지,37.8181427,127.0488216,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,덕계역사 공영주차장,노외,경기도 양주시 덕계동 159-3번지,37.8204451,127.0581248,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,양주시여성보육비젼센터 공영주차장,노외,경기도 양주시 고암동 580-7,37.8348337,127.0738119,경기도 양주시,031-8082-4221,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,덕정지구(2) 공영주차장,노외,경기도 양주시 고암동 588-3,37.8320862,127.0732868,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,엄상마을 공영주차장,노외,경기도 양주시 고암동 235-3번지 일원,37.8303409,127.0689573,경기도 양주시,031-8082-6623,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,양주시청 부설주차장,부설,경기도 양주시 남방동 1-1번지,37.7849261,127.0452932,경기도 양주시,031-8082-5432,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,백석읍,노외,경기도 양주시 백석읍 오산리 532번지,37.7947798,126.985579,경기도 양주시,031-8082-7504,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,은현면사무소 주차장,노외,경기도 양주시 은현면 선암리 341-2번지,37.8747737,127.0244542,경기도 양주시,031-8082-7545,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,삼육사로 노상주차장,노상,경기도 양주시 남면 신산리 산 18-1번지 ,37.8921444,126.9854312,경기도 양주시,031-8082-7572,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,광적면사무소,노외,경기도 양주시 광적면 가납리 848-2번지,37.8244747,126.9836526,경기도 양주시,031-8082-7602,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,양주1동 청내주차장,노외,경기도 양주시 남방동 119-4,37.7731512,127.0438223,경기도 양주시,031-8082-7702,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,양주2동 행정복지센터 청사 주차장,부설,경기도 양주시 만송동 695번지,37.7968368,127.0803154,경기도 양주시,031-8082-7742,18:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,회천2동 행정복지센터,부설,경기도 양주시 덕계동 467-8번지,37.8215851,127.0467112,경기도 양주시,031-8082-7888,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,회천4동 주민센터,노외,경기도 양주시 율정동 609-6번지,37.8370302,127.0900135,경기도 양주시,031-8082-7842,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,희망도서관,부설,경기도 양주시 삼숭동 202-36번지,37.7956177,127.10737,경기도 양주시,,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,꿈나무도서관,부설,경기도 양주시 백석읍 오산리 548-4번지,37.7923655,126.9869306,경기도 양주시,,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,장흥관광지 제1주차장(하천변),노외,경기도 양주시 장흥면 석현리 392-7,37.7298462,126.9491129,경기도 양주시 시설관리공단,031-828-9881,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경기도,철도하부공간 및 양평공설시장 공영주차장,노외,경기도 양평군 양근리 170-85,37.4908023,127.4933959,경기도 양평군 양평시장상인회,031-771-2080,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,266면,
경기도,"타워식
노외유료주차장",노외,경기도 양평군 양근리 396-24,37.4925532,127.4883077,경기도 양평군 지방행정동우회 양평군지부,031-771-8228,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,97면,
경기도,"타워식양평시장
공영주차장",노외,경기도 양평군 양근리 380,37.4917206,127.4914005,경기도 양평군 한국자유총연맹 양평군지회,031-775-9922,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,160면,
경기도,"양평읍 
노상유료주차장",노상,경기도 양평군 양근리 616,37.4903322,127.4959483,경기도 양평군 양평청년회의소,031-771-3121,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,54면,
경기도,"양근천 
제방주차장",노상,경기도 양평군 양근리 382-2,37.4913348,127.4910023,경기도 양평군 한국자유총연맹 양평군지회,031-775-9922,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,76면,
경기도,한글시장 주차장,노외,경기도 여주시 창동 46번지,37.2974654,127.6358341,경기도 여주도시관리공단 교통사업팀,031-880-4031,22:00,8:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,19일 정상 유료 운영,
경기도,교육청 앞 주차장,노상,경기도 여주시 상동 271-2번지,37.2963863,127.6404717,경기도 여주도시관리공단 교통사업팀,031-880-4031,19:00, 10:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,19일 정상 유료 운영,
경기도,도미노피자 앞 주차장,노상,경기도 여주시 홍문동 67-16번지,37.2949419,127.6359483,경기도 여주도시관리공단 교통사업팀,031-880-4031,19:00, 10:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,19일 정상 유료 운영,
경기도,시민회관 주차장,노외,경기도 여주시 여흥로 128번길 13,,,경기도 여주도시관리공단 교통사업팀,031-880-4031,19:00, 10:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,19일 정상 유료 운영,
경기도,여주시청 부설주차장,부설,경기도 여주시 홍문동 4번지,37.2981069,127.6371704,경기도 여주도시관리공단 교통사업팀,031-880-4031,18:30,9:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,19일 정상 유료 운영,
경기도,창동 주타타워,노외,경기도 여주시 창동 138-2번지,37.2955783,127.6331906,경기도 여주도시관리공단 교통사업팀,031-880-4031,23:00,8:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,19일 정상 유료 운영,
경기도,신한은행 앞 주차장,노상,경기도 여주시 홍문동 15-4,37.2971364,127.6366885,경기도 여주도시관리공단 교통사업팀,031-880-4031,19:00, 10:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,19일 정상 유료 운영,
