교육청,주차장명(학교명),주차장유형 (노상/노외/부설),주소,위도,경도,관리기관,전화번호 (주차장관리자),"'18.2.14(수), 개방시작시간","'18.2.14(수), 개방종료시간","'18.2.15(목), 개방시작시간","'18.2.15(목), 개방종료시간","'18.2.16(금), 개방시작시간","'18.2.16(금), 개방종료시간","'18.2.17(토), 개방시작시간","'18.2.17(토), 개방종료시간","'18.2.18(일), 개방시작시간","'18.2.18(일), 개방종료시간",특이사항,
경상남도,용남초등학교,노상,경상남도 통영시 용남면 달포큰길 125,,,경상남도교육청,055-645-7615,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용덕초등학교,노상,경상남도 의령군 용덕면 용암로 39,,,경상남도교육청,055-573-4006,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용마초등학교,노상,경상남도 창원시 마산합포구 산호남로50,,,경상남도교육청,055-247-9391,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용산초등학교,노상,경상남도 김해시 상동면 여차로 610(용산초등학교),,,경상남도교육청,055-337-9052,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용산초등학교,노상,경상남도 사천시 삼상로 223-31,,,경상남도교육청,055-835-3597,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용연초등학교,노상,경상남도 하북면 용연로 110,,,경상남도교육청,055-374-1965,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용원중학교,노상,경상남도 창원시 진해구 용원로 77번길 16,,,경상남도교육청,055-541-1084,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,휴일종일개방,
경상남도,용원초등학교,노상,경상남도 창원시 진해구 용원로70번길11,,,경상남도교육청,055-552-2625,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용주초등학교,노상,경상남도 합천군 용주면 황계폭포로 1146,,,경상남도교육청,055-934-1096,,,,,,,,,,,,
경상남도,용지초등학교,노상,경상남도 창원시 성산구 원이대로538번길 24(중앙동),,,경상남도교육청,055-261-4437,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용현초등학교,노상,경상남도 사천시 진삼로 628,,,경상남도교육청,055-834-0006,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,용호초등학교,노상,경상남도 창원시 의창구 외동반림로 170,,,경상남도교육청,055-264-0230,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,우산초등학교,노상,경상남도 창원시 마산합포구 진동면 미더덕로382,,,경상남도교육청,055-271-2383,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,종일무료개방,
경상남도,우암초등학교,노상,경상남도 김해시 우암로 165,,,경상남도교육청,055-310-1800,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,우암초등학교,노상,경상남도 창원시 의창구 대산면 우암로 35번지,,,경상남도교육청,055-291-5476,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅남중학교,노상,경상남도 창원시 성산구 단정로 98번길 8,,,경상남도교육청,055-263-0818,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅남초등학교,노상,경상남도 창원시 성산구 단정로 75,,,경상남도교육청,055-264-2295,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅동중학교,노상,경상남도 창원시 진해구 남의로116번길 50,,,경상남도교육청,055-547-5754,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅동초등학교,노상,경상남도 창원시 진해구 마천로 29,,,경상남도교육청,055-547-0143,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅상고등학교,노상,경상남도 양산시 배움터길 36(평산동),,,경상남도교육청,055-367-8544,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅상여자중학교,노상,경상남도 양산시 배움터길 72(평산동),,,경상남도교육청,055-371-5402,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅상중학교,노상,경상남도 양산시 배움터길 48(평산동),,,경상남도교육청,055-364-3201,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,"주말 야구부,축구부 임대계약 체결",
경상남도,웅상초등학교,노상,경상남도 양산시 명동4길 5,,,경상남도교육청,055-365-2122,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅양중학교,노상,경상남도 거창군 웅양면 원촌 3길 39-13,,,경상남도교육청,055-942-3008,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅양초등학교,노상,경상남도 거창군 웅양면 웅양로 1403,,,경상남도교육청,055-943-6339,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅천고등학교,노상,경상남도 창원시 진해구 웅천중로 71,,,경상남도교육청,055-541-3909,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,웅천초등학교,노상,경상남도 창원시 진해구 웅천중로 80,,,경상남도교육청,055-546-1013,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,원경고등학교,노상,경상남도 합천군 적중면 황정1길 37,,,경상남도교육청,055-932-2019,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,원동중학교,노상,경상남도 양산시 원동면 원동로 1654,,,경상남도교육청,055-382-5046,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,원동초등학교,노상,경상남도 양산시 원동면 원동로 1508,,,경상남도교육청,055-382-5007,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,원동초등학교 이천분교장,노상,경상남도 양산시 배내로 1424,,,경상남도교육청,055-382-5007,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,원량초등학교,노상,경상남도 통영시 욕지면 서촌윗길 171-15,,,경상남도교육청,055-642-6732,,,,,,,,,,,천영잔디운동장이라개방불가,
경상남도,원평초등학교,노상,경상남도 통영시 적촌길 203,,,경상남도교육청,055-648-8463,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,월산중학교,노상,경상남도 김해시 월산로104(부곡동),,,경상남도교육청,055-314-0584,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,월산초등학교,노상,경상남도 김해시 능동로 123,,,경상남도교육청,055-314-0215,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,월성초등학교,노상,경상남도 창원시 마산합포구 완월남1길 17(완월동 296),,,경상남도교육청,055-241-5090,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,월영초등학교,노상,경상남도 창원시 마산합포구 반월북1길 41,,,경상남도교육청,055-243-7072,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,월천초등학교,노상,경상남도 거창군 거창읍 주곡로 207,,,경상남도교육청,055-942-5985,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,월촌초등학교,노상,경상남도 함안군 군북면 월촌3길 27,,,경상남도교육청,055-583-8850,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,월포초등학교,노상,경상남도 창원시 마산합포구 월영북15길 35,,,경상남도교육청,055-246-4418,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,위림초등학교,노상,경상남도 함양군 함양읍 함양남서로 1234,,,경상남도교육청,055-964-0590,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,위성초등학교,노상,경상남도 함양군 함양읍 위성초등길18,,,경상남도교육청,055-963-5076,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,학교체육관공사중,
경상남도,위천초등학교,노상,경상남도 거창군 위천면 창말1길 10,,,경상남도교육청,055-943-0044,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,유곡초등학교,노상,경상남도 의령군 유곡면 마장로 6-3,,,경상남도교육청,055-573-8630,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,차량 출입구는 학교와 보건소 사이의 사잇길에 있음,
경상남도,유림초등학교,노상,경상남도 함양군 유림면 천왕봉로 2927,,,경상남도교육청,055-964-0968,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,유목초등학교,노상,경상남도 창원시 성산구 반송로 29번길 15,,,경상남도교육청,055-276-1024,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,유어초등학교,노상,경상남도 창녕군 유어면 마수원길 39,,,경상남도교육청,055-532-7028,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,유영초등학교,노상,경상남도 통영시 중앙로 225,,,경상남도교육청,055-643-3649,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,유원초등학교,노상,경상남도 함안군 칠원읍 유원길 37-1,,,경상남도교육청,055-587-4551,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,율천초등학교,노상,경상남도 고성군 고성읍 죽계2길 19,,,경상남도교육청,055-674-8028,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,율하중학교,노상,경상남도 김해시 율하1로39,,,경상남도교육청,055-324-2493,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,율하초등학교,노상,경상남도 김해시 율하2로 58번길 7,,,경상남도교육청,055-321-8643,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,의령고등학교,노상,경상남도 의령군 의령읍 백산로3길 4,,,경상남도교육청,055-573-2383,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,의령교육지원청,노상,경상남도 의령군 의령읍 충익로 62,,,경상남도교육청,055-570-7164,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,장기간 주차금지,
경상남도,의령도서관,노상,경상남도 의령군 의령읍 의병로 25길 9-8,,,경상남도교육청,055-572-0941,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,8:00,일요일(18일)은 도서관 정상 근무일이므로 이용자들의 편의를 위하여 열람실 개방시간 전까지만 개방 가능,
경상남도,의령여자고등학교,노상,경상남도 의령군 가례면 의병로 67,,,경상남도교육청,055-574-2485,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,의령중학교,노상,경상남도 의령군 의령읍 충익로4길 11,,,경상남도교육청,055-573-2382,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,의령초등학교,노상,경상남도 의령군 의령읍 의병로19길 20,,,경상남도교육청,055-573-2716,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,이동중학교,노상,경상남도 남해군 이동면 무림로 46-2,,,경상남도교육청,055-862-5007,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,이동초등학교,노상,경상남도 이동면 무림로 29,,,경상남도교육청,055-862-5009,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,주차장 개방형,
경상남도,이반성초등학교,노상,경상남도 진주시 이반성면 오봉산로 762,,,경상남도교육청,055-754-7034,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,이방초등학교,노상,경상남도 창녕군 이방면 안리내동길3,,,경상남도교육청,055-532-9254,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,이북초등학교,노상,경상남도 김해시 한림면 한림로 98-9,,,경상남도교육청,055-342-7654,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,정문 개방 (후문 미개방),
경상남도,이작초등학교,노상,경상남도 김해시 생림면 마사로 241번길 12,,,경상남도교육청,055-335-8908,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,인평초등학교,노상,경상남도 통영시 평인일주로 91-1,,,경상남도교육청,055-641-7988,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,일동초등학교,노상,경상남도 창원시 의창구 대산면 대산북로 461,,,경상남도교육청,055-296-4578,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,일운초등학교,노상,경상남도 거제시 일운면 지세포리 74번지,,,경상남도교육청,055-682-0769,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,임호중학교,노상,경상남도 김해시 내외로 117,,,경상남도교육청,055-334-1408,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,임호초등학교,노상,경상남도 김해시 함박로 163,,,경상남도교육청,055-337-2327,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,"주말,공휴일예외",
경상남도,자여초등학교,노상,경상남도 창원시 의창구 동읍 자여로 135,,,경상남도교육청,055-290-0907,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,자은초등학교,노상,경상남도 창원시 진해구 자은로88번길 41,,,경상남도교육청,055-547-5952,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,장마초등학교,노상,경상남도 창녕군 장마면 강리길 61,,,경상남도교육청,055-536-8473,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,장목중학교,노상,경상남도 거제시 장목면 옥포대첩로1595-8,,,경상남도교육청,055-635-0167,,,,,,,,,,,,
경상남도,장목초등학교,노상,경상남도 거제시 거제북로 1220,,,경상남도교육청,055-636-9762,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,장복초등학교,노상,경상남도 창원시 진해구 진해대로728번길 21 (석동),,,경상남도교육청,055-544-8141,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,장승포초등학교,노상,경상남도 거제시 신부로1길 19,,,경상남도교육청,055-681-8102,,,,,,,,,,,"인조잔디구장으로 주차장개방이 어렵고, 주변에 주차시설이 많아 개방하지 않음.",
경상남도,장유고등학교,노상,경상남도 김해시 월산로 77,,,경상남도교육청,055-310-7913,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,장유중학교,노상,경상남도 김해시 장유로 420,,,경상남도교육청,055-314-0360,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,장유초등학교,노상,경상남도 김해시 능동로 190,,,경상남도교육청,,,,,,,,,,,,신.증축공사로 인함,
경상남도,장재초등학교,노상,경상남도 진주시 초북로 66,,,경상남도교육청,055-759-4437,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,휴일 마지막날은 18:00까지 개방,
경상남도,장천초등학교,노상,경상남도 창녕군 이방면 이방대합로 285,,,경상남도교육청,055-532-8459,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,장천초등학교,노상,경상남도 창원시 진해구 충장로719,,,경상남도교육청,055-541-0513,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,학교 주차장 자리가 많지는 않음,
경상남도,장평초등학교,노상,경상남도 거제시 장평1로 116,,,경상남도교육청,055-635-7651,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,적량초등학교,노상,경상남도 하동군 적량면 금강길 16,,,경상남도교육청,055-884-1724,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,적중초등학교,노상,경상남도 합천군 적중면 상중부우회길 115,,,경상남도교육청,055-934-0632,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,전안초등학교,노상,경상남도 창원시 마산회원구 내서읍 광려로 100번지,,,경상남도교육청,055-231-7995,,,,,,,,,,,,
경상남도,정곡중학교,노상,경상남도 의령군 정곡면 의합대로 1061-6,,,경상남도교육청,055-572-5034,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,본관 뒤편에 주차장 있음,
경상남도,정곡초등학교,노상,경상남도 의령군 정곡면 법정로 937-6,,,경상남도교육청,055-573-0674,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,정동초등학교,노상,경상남도 사천시 정동면 대곡1길 25,,,경상남도교육청,055-854-2750,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,정촌초등학교,노상,경상남도 진주시 동부로 11,,,경상남도교육청,055-753-9212,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,제산초등학교,노상,경상남도 거제시 제산로70번지,,,경상남도교육청,055-634-1062,,,,,,,,,,,,
경상남도,제석초등학교,노상,경상남도 통영시 광도면 신죽1길 27,,,경상남도교육청,055-725-7902,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,제황초등학교,노상,경상남도 창원시 진해구 제황로 32번길,,,경상남도교육청,055-551-3963,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,좌삼초등학교,노상,경상남도 양산시 상북면 수서로 275-16,,,경상남도교육청,055-375-2595,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,주동초등학교,노상,경상남도 김해시 주촌면 서부로 1701번 안길42,,,경상남도교육청,055-338-7032,,,,,,,,,,,,
경상남도,주상초등학교,노상,경상남도 거창군 주상면 도평1길 60,,,경상남도교육청,055-943-4032,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,주석초등학교,노상,"경상남도 김해시 월산로 81-36(부곡동, 주석초등학교)",,,경상남도교육청,055-313-1672,,,,,,,,,,,,
경상남도,주약초등학교,노상,경상남도 진주시 천수로 64,,,경상남도교육청,055-754-1141,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,주촌초등학교,노상,경상남도 김해시 주촌면 서부로 1541번길 8,,,경상남도교육청,055-329-1329,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,죽림초등학교,노상,경상남도 통영시 광도면 신죽1길 17,,,경상남도교육청,055-649-6761,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,중곡초등학교,노상,경상남도 거제시 중곡로 27,,,경상남도교육청,055-632-8791,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,사고 등 책임지지않음,
경상남도,중동초등학교,노상,경상남도 창원시 의창구 의창대로 238번길14,,,경상남도교육청,055-293-0097,,,,,,,,,,,,
경상남도,중리초등학교,부설,경상남도 창원시 마산회원구 내서읍 호계안길22,,,경상남도교육청,,,,6:00,22:00,6:00,22:00,6:00,22:00,6:00,22:00,"- BTL 학교, 개방기간내 사고는 책임지지 않음",
경상남도,중부초등학교,노상,경상남도 양산시 양주로 140,,,경상남도교육청,055-388-8377,,,,,,,,,,,,
경상남도,중앙초등학교,노상,경상남도 함안군 가야읍 함안대로 746,,,경상남도교육청,055-584-1109,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,증산초등학교,노상,경상남도 양산시 물금읍 새실1길 50,,,경상남도교육청,055-781-2357,,,,,,,,,,,,
경상남도,지곡초등학교,노상,경상남도 함양군 지곡면 개평길 12,,,경상남도교육청,055-964-0962,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,지곡초등학교,노상,경상남도 함양군 지곡면 개평길 12,,,경상남도교육청,055-964-0962,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,지리산고등학교,노상,경상남도 산청군 단성면 덕천로 772,,,경상남도교육청,055-973-1723,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,지리산중학교,노상,경상남도 하동군 청암면 삼신봉로110-8,,,경상남도교육청,055-883-5152,,,,,,,,,,,,
경상남도,지리산중학교,노상,경상남도 하동군 청암면 삼신봉로110-8,,,경상남도교육청,055-883-5152,,,,,,,,,,,,
경상남도,지세포중학교,노상,경상남도 거제시 일운면 지세포3길 3,,,경상남도교육청,055-682-1810,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,지수중학교,노상,경상남도 진주시 지수면 용봉로 7,,,경상남도교육청,,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,종일무료개방,
경상남도,지수초등학교,노상,경상남도 진주시 지수면 지사로 806,,,경상남도교육청,055-754-5448,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,지정중학교,노상,경상남도 의령군 마산로 81-14,,,경상남도교육청,055-572-5516,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,지정초등학교,노상,경상남도 의령군 지정면 함의로4길 5,,,경상남도교육청,055-527-6449,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,지족초등학교,노상,경상남도 남해군 삼동면 동부대로1858번길 4,,,경상남도교육청,055-867-4054,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진교고등학교,노상,경상남도 하동군 진교면 민다리길 179,,,경상남도교육청,055-882-3014,,,,,,,,,,,,
경상남도,진교중학교,노상,경상남도 하동군 진교면 민다리길 168,,,경상남도교육청,055-882-3011,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진교초등학교,노상,경상남도 하동군 진교면 민다리길 141,,,경상남도교육청,055-882-3505,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진남초등학교,노상,경상남도 통영시 도남로38,,,경상남도교육청,055-643-0761,,,,,,,,,,,주차장 없음,
경상남도,진동초등학교,노상,경상남도 창원시 마산합포구 진동면 삼진의거대로 661-22,,,경상남도교육청,055-271-2027,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진례중학교,노상,경상남도 김해시 진례면 송현로 77-7,,,경상남도교육청,055-345-5006,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진례초등학교,노상,경상남도 김해시 송현로 74-12,,,경상남도교육청,055-345-6431,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,종일 무료개방,
경상남도,진명여자중학교,노상,경상남도 진주시 남강로 1413번길 34(하대동),,,경상남도교육청,055-758-7411,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진목초등학교,노상,경상남도 거제시 진목 1길 101(옥포동) 진목초등학교,,,경상남도교육청,055-688-6244,,,,,,,,,,,,
경상남도,진서고등학교,노상,경상남도 진주시 수곡면 옥수로 625,,,경상남도교육청,055-754-5039,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진서중학교,노상,경상남도 진주시 수곡면 옥수로 625,,,경상남도교육청,055-754-5039,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진성초등학교,노상,경상남도 진주시 진성면 진성로 355번길 10,,,경상남도교육청,055-758-9821,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,학교 운동장 주차 불가,
경상남도,진양고등학교,노상,경상남도 진주시 문산읍 동부로588번길 18,,,경상남도교육청,055-761-5012,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,우천 시 운동장 사용금지,
경상남도,진영고등학교,노상,경상남도 김해시 진영읍 여래로 20번길 35,,,경상남도교육청,055-343-3774,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진영금병초등학교,노상,경상남도 김해시 진영읍 장등로 37,,,경상남도교육청,055-342-9574,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진영대창초등학교,노상,경상남도 김해시 진영읍 진영로 236,,,경상남도교육청,055-343-4410,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진영대흥초등학교,노상,경상남도 김해시 진영읍 진영로 120번길 2-4,,,경상남도교육청,055-343-2087,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진영도서관,노상,경상남도 진영읍 진영로 265번길 9-61,,,경상남도교육청,055-345-1995,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진영여자중학교,노상,경상남도 김해시 진영읍 여래로 20번길 33,,,경상남도교육청,055-343-2181,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진영제일고등학교,노상,경상남도 김해시 진영읍 진영로 265번길 9-4,,,경상남도교육청,055-343-5411,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진영중앙초등학교,노상,경상남도 김해시 진영읍 장등로 19번길 73,,,경상남도교육청,,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진영중학교,노상,경상남도 김해시 진영읍 장등로29,,,경상남도교육청,055-346-6322,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진전중학교,노상,경상남도 창원시 진전면 월안로 23,,,경상남도교육청,055-271-1604,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진전초등학교,노상,경상남도 창원시 마산합포구 진전명 팔의사로 727,,,경상남도교육청,055-271-1609,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,추석연휴 종일 개방 후 기존방식으로 개방,
경상남도,진정초등학교,노상,경상남도 하동군 금남면 진정1길 10,,,경상남도교육청,055-882-1308,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진주고등학교,노상,경상남도 진주시 의곡길 29,,,경상남도교육청,055-746-2613,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,주차장만 개방,
경상남도,진주교육지원청,부설,경상남도 진주시 비봉로 23번길 8,,,경상남도교육청,055-740-2114,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,평일18:00~09:00 및 토요일 공휴일 무료개방,
경상남도,진주기계공업고등학교,노상,경상남도 진주시 공단로43번길 25,,,경상남도교육청,055-790-1529,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,주차장만개방(운동장:인조잔디),
경상남도,진주남중학교,노상,경상남도 진주시 진주대로 900번길,,,경상남도교육청,055-752-0905,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진주동명고등학교,노외,경상남도 진주시 대신로 454-25,,,경상남도교육청,055-752-4392,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,운동장진입불가,
경상남도,진주동명고등학교,노상,경상남도 진주시 대신로 454-25,,,경상남도교육청,055-752-4392,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,운동장 진입 불가,
경상남도,진주동명중학교,노상,경상남도 진주시 대신로 454-25,,,경상남도교육청,055-753-4658,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진주동중학교,노상,경상남도 진주시 금산면 중천로 42,,,경상남도교육청,055-763-3233,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,우천시 운동장 허용 안함,
경상남도,진주봉원중학교,노상,경상남도 진주시 진주성로 169 (상봉동),,,경상남도교육청,055-742-7218,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진주여자고등학교,노상,경상남도 진주시 창렬로 185,,,경상남도교육청,055-749-3401,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진주여자중학교,노상,경상남도 진주시 평거로 195,,,경상남도교육청,055-746-3182,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
경상남도,진주외국어고등학교,노상,경상남도 진주시 일반성면 동부로 2014-6,,,경상남도교육청,055-761-7566,,,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
