,시도,주차장명,주차장유형,주소,위도,경도,관리기관,전화번호,특이사항,9_22(토),9_23(일),9_24(월),9_25(화),9_26(수)
1447,경기도,창용중,부설,경기도 수원시 장안구 연무로 8,37.29326530000001,127.0299911,창용중,031-8012-1505, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1448,경기도,청명중,부설,경기도 수원시 영통구 청명북로11,37.2526441,127.0792666,청명중,031-547-4200,,"22,00:00~24:00","23,00:00~24:00","24,미개방~미개방","25,00:00~24:00","26,00:00~24:00"
1449,경기도,칠보중,부설,경기도 수원시 권선구 금곡로 126,37.2736145,126.9447704,칠보중,031-291-3482, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1450,경기도,태장중,부설,경기도 수원시 영통구 봉영로1517번길 45,37.2489464,127.0651755,태장중,031-201-9550,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1451,경기도,호매실중,부설,경기도 수원시 권선구 금호로 32,37.2683353,126.9554615,호매실중, 070-7091-0904 ,,"22,13:00~20:00","23,미개방~미개방","24,미개방~미개방","25,17:00~20:00","26,17:00~20:00"
1452,경기도,화홍중,부설,경기도 수원시 권선구 덕영대로 1323번길 25-11,37.2468357,127.0347987,화홍중,031-225-9919, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1453,경기도,삼일중,부설,경기도 수원시 팔달구 수원천로 342,37.28525250000001,127.019888,삼일중, 031-255-3133 , ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1454,경기도,수원중,부설,경기도 수원수 팔달구 정조로 666-10,37.2669446,127.0177408,수원중,031-232-8215, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1455,경기도,영복여중,부설,경기도 수원시 팔달구 장안로7번길 49,37.2856978,127.0026471,영복여중,031-245-2514, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1456,경기도,영신중,부설,경기도 수원시 권선구 삼천병마로1566번길 30,37.2420357,126.9665881,영신중,031-8012-8002, ,"22,08:00~18:00","23,08:00~18:00","24,08:00~18:00","25,08:00~18:00","26,08:00~18:00"
1457,경기도,중앙기독중,부설,경기도 수원시 영통구 월드컵로 70,37.2749601,127.0576983,중앙기독중,070-7018-1414, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1458,경기도,경기과학고,부설,경기도 수원시 장안구 수일로 135,37.309128,127.0062228,경기과학고,031-8014-1512,,"22,08:00~17:00","23,08:00~17:00","24,08:00~17:00","25,08:00~17:00","26,미개방~미개방"
1459,경기도,경기대명고,부설,경기도 수원시 권선구 수인로 598번길 3-24,37.2957968,126.9401894,경기대명고,070-4466-8266,,"22,00:00~08:50","23,08:50~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1460,경기도,경기체고,부설,경기도 수원시 장안구 상률로 106,37.3040812,126.9776796,경기체고,031-547-8603, ,"22,09:00~17:00","23,09:00~17:00","24,09:00~17:00","25,09:00~17:00","26,09:00~17:00"
1461,경기도,고색고,부설,경기도 수원시 권선구 서둔로 17번길 32,37.2538097,126.9823453,국제산업,031-278-7293, ,"22,08:00~19:00","23,08:00~19:00","24,08:00~19:00","25,08:00~19:00","26,08:00~19:00"
1462,경기도,곡정고,부설,경기도 수원시 권선구 덕영대로1190번길 130,37.2466076,127.0200208,곡정고,031-547-7049,,"22,08:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~17:00"
1463,경기도,광교고,부설,경기도 수원시 영통구 도청로 89번길 11,37.2888873,127.0480197,광교고,070-4600-7206, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1464,경기도,권선고,부설,경기도 수원시 권선구 세권로 276,37.2525717,127.0334439,권선고,031-230-0270, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1465,경기도,대평고,부설,경기도 수원시 장안구 천천로22번길 21,37.2950895,126.988074,대평고,031-259-3806, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1466,경기도,망포고,부설,경기도 수원시 영통구 동탄지성로 468,37.2338116,127.0465173,망포고,031-547-1704, ,"22,09:00~18:00","23,09:00~18:00","24,09:00~18:00","25,09:00~18:00","26,09:00~18:00"
1467,경기도,매원고,부설,경기도 수원시 영통구 삼성로 213번길 120,37.2655378,127.05435,매원고,031-218-1504, ,"22,09:00~18:00","23,09:00~18:00","24,09:00~18:00","25,09:00~18:00","26,09:00~18:00"
1468,경기도,매탄고,부설,경기도 수원시 영통구 매탄로 126번길 11,37.2625879,127.0447296,매탄고,031-218-3008,,"22,09:00~21:00","23,미개방~미개방","24,미개방~미개방","25,09:00~21:00","26,09:00~21:00"
1469,경기도,수성고,부설,경기도 수원시 장안구 장안로90번길 39,37.2938815,127.0029801,수성고,031-259-1390, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1470,경기도,수원농생명과학고,부설,경기도 수원시 장안구 광교산로 13번길,37.3273698,127.013534,수원농생명과학고,031-259-4300, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1471,경기도,수원여고,부설,경기도 수원시 팔달구 고등로 59번길 72,37.27672159999999,127.0041886,수원여고,031-245-1501,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~08:50","26,08:50~24:00"
1472,경기도,수원외고,부설,경기도 수원시 영통구 창룡대로 263,37.2953915,127.0351329,수원외고,031-259-0657, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1473,경기도,수원정보과학고,부설,경기도 수원시 영통구 동수원로551번길 16,37.2758788,127.0498625,수원정보과학고,031-218-4009,,"22,00:00~24:00","23,미개방~미개방","24,미개방~미개방","25,00:00~24:00","26,00:00~24:00"
1474,경기도,수원칠보고,부설,경기도 수원시 권선구 금곡로 127,37.27104190000001,126.9408213,수원칠보고,031-8007-5805,,"22,미개방~미개방","23,08:40~22:00","24,08:40~22:00","25,미개방~미개방","26,08:40~22:00"
1475,경기도,수원하이텍고,부설,경기도 수원시 영통구 청명북로 56,37.2558978,127.0813395,수원하이텍고등학교,031-201-9905,,"22,미개방~미개방","23,06:00~21:00","24,미개방~미개방","25,06:00~21:00","26,06:00~21:00"
1476,경기도,숙지고,부설,경기도 수원시 팔달구 수성로182번길 100,37.28271820000001,126.9931992,숙지고,031-8065-3000, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1477,경기도,영덕고,부설,경기도 수원시 영통구 매영로 334,37.2525043,127.0685414,영덕고,031-201-9147,,"22,미개방~미개방","23,08:30~17:00","24,미개방~미개방","25,08:30~17:00","26,08:30~17:00"
1478,경기도,율천고,부설,경기도 수원시 팔달구 일월로 50,37.2875382,126.9787076,율천고,031-299-3990,,"22,09:00~22:00","23,09:00~22:00","24,미개방~미개방","25,09:00~22:00","26,09:00~22:00"
1479,경기도,이의고,부설,경기도 수원시 영통구 법조로145,37.2905527,127.0712908,이의고,031-280-6525, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1480,경기도,장안고,부설,경기도 수원시 장안구 대평로52번길 12,37.292971,126.9955788,장안고,031-250-2808, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1481,경기도,천천고,부설,경기도 수원시 장안구 정자로42번길 31,37.2991673,126.9829752,천천고등학교,031-249-6709,,"22,미개방~미개방","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1482,경기도,청명고,부설,경기도 수원시 영통구 영통로 466,37.2605861,127.0772725,청명고,031-201-9700, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1483,경기도,태장고,부설,경기도 수원시 영통구 영통로 250,37.2488856,127.0595369,태장고,031-201-4119, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1484,경기도,화홍고,부설,경기도 수원시 권센구 세권로 331,37.2516271,127.0400514,화홍고,031-220-3300,,"22,00:00~24:00","23,00:00~24:00","24,미개방~미개방","25,00:00~24:00","26,00:00~24:00"
1485,경기도,효원고,부설,경기도 수원시 영통구 동수원로 336,37.2591033,127.0390332,효원고,031228-1409, ,"22,06:00~22:00","23,06:00~22:00","24,06:00~24:00","25,06:00~22:00","26,06:00~22:00"
1486,경기도,삼일공고,부설,경기도 수원시 팔달구 수원천로392번길,37.2885096,127.0201888,삼일공고,031-250-4704,,"22,09:00~21:00","23,09:00~21:00","24,09:00~21:00","25,09:00~21:00","26,09:00~21:00"
1487,경기도,수원고,부설,경기도 수원시 팔달구 정조로 666-10,37.2669446,127.0177408,수원고,031-300-3225, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1488,경기도,수원공업고,부설,경기도 수원시 팔달구 세지로 254,37.2743619,127.0254359,수원공업고,031-8006-1200, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1489,경기도,수원전산여고,부설,경기도 수원시 권선구 호매실로 46-93,37.25917889999999,126.9691813,수원전산여고,031-293-3090, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1490,경기도,영복여고,부설,경기도 수원시 팔달구 장안로 7번길 49-1,37.2856978,127.0026471,영복여고,031-245-2500, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1491,경기도,영생고,부설,경기도 수원시 장안구 서부로 2198번길 22,37.304571,126.9746149,영생고,031-259-9551, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1492,경기도,유신고,부설,경기도 수원시 팔달구 월드컵로 216,37.2837144,127.041119,유신고,031-547-4526,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1493,경기도,수원서광학교,부설,경기도 수원시 장안구 장안로 517,37.317608,126.9733931,수원서광학교,031-256-8005, ,"22,09:00~17:00","23,09:00~17:00","24,09:00~17:00","25,09:00~17:00","26,09:00~17:00"
1494,경기도,계명고,부설,경기도 수원시 장안구 장안로 496번길 88,37.3209405,126.9713531,계명고,031-258-0233,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1495,경기도,구리남양주교육지원청,부설,경기도 남양주시 경춘로 520,37.6373116,127.2182144,구리남양주교육지원청,031-550-6200,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1496,경기도,남양주다산유,부설,경기도 남양주시 다산순환로 397-20,37.6219543,127.1587284,남양주다산유,031-522-2190,,"22,미개방~미개방","23,미개방~미개방","24,07:00~20:00","25,미개방~미개방","26,미개방~미개방"
1497,경기도,인창유,부설,경기도 구리시 동구릉로 37-13,37.6046487,127.1315146,인창유,031-554-0395,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1498,경기도,호평유,부설,경기도 남양주시 천마산로 63,37.6672087,127.2466158,호평유,031-559-0682,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1499,경기도,가운초,노상,경기도 남양주시 가운로2길 54,37.6002354,127.1558541,가운초,031-558-3971,,"22,09:00~21:00","23,09:00~21:00","24,09:00~21:00","25,09:00~21:00","26,09:00~21:00"
1500,경기도,건원초,부설,경기도 구리시 동구릉로 80번길 15,37.6074008,127.1354829,건원초,031-567-9411, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1501,경기도,구룡초,부설,경기도 남양주시 호평동 늘을3로 120,37.6579519,127.2526278,구룡초,031-559-0492,,"22,07:00~22:00","23,07:00~22:00","24,07:00~22:00","25,07:00~22:00","26,07:00~22:00"
1502,경기도,구리초,부설,경기도 구리시 경춘로 276번길 51,37.60121470000001,127.1476936,구리초,031-551-0548,,"22,07:00~20:00","23,07:00~20:00","24,07:00~20:00","25,07:00~20:00","26,07:00~20:00"
1503,경기도,구지초,부설,경기도 구리시 건원대로 76번길 40,37.6072328,127.1422203,구지초,031-562-8555,,"22,06:00~21:00","23,06:00~21:00","24,06:00~21:00","25,06:00~21:00","26,06:00~21:00"
1504,경기도,금교초,부설,경기도 남양주시 미금로 194,37.6142226,127.1615939,금교초,031-555-2895,,"22,09:00~21:00","23,09:00~21:00","24,미개방~미개방","25,09:00~21:00","26,09:00~21:00"
1505,경기도,금남초,부설,경기도 남양주시 화도읍 북한강로 1506,37.6442992,127.3623759,금남초,031-592-0573,,"22,09:00~18:00","23,09:00~18:00","24,09:00~18:00","25,09:00~18:00","26,09:00~18:00"
1506,경기도,남양주금곡초,부설,경기도 남양주시 금곡로 65-6 (금곡동 159-7),37.6357351,127.2108753,남양주금곡초,031-591-9331,,"22,08:40~19:40","23,08:40~19:40","24,08:40~19:40","25,08:40~19:40","26,08:40~19:40"
1507,경기도,남양주도곡초,부설,경기도 남양주시 와부읍 덕소로 179,37.5796912,127.2182127,남양주도곡초,031-521-5300,,"22,00:00~17:00","23,17:00~24:00","24,미개방~미개방","25,09:00~24:00","26,00:00~24:00"
1508,경기도,남양주동곡초,부설,경기도 남양주시 홍유릉로248번길 56,37.6287097,127.2038972,남양주동곡초,031-585-8204,,"22,06:00~18:00","23,06:00~18:00","24,미개방~미개방","25,06:00~18:00","26,06:00~18:00"
1509,경기도,남양주미금초,부설,경기도 남양주시 다산동 4028-14,37.6360028,127.2165279,남양주미금초,031-551-7784,,"22,미개방~미개방","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1510,경기도,남양주샛별초,노상,경기도 남양주시 송산로 307번지 50,37.6601109,127.1229464,남양주샛별초,570-5410,,"22,미개방~미개방","23,06:00~20:00","24,미개방~미개방","25,06:00~20:00","26,06:00~20:00"
1511,경기도,남양주송촌초,부설,경기도 남양주시 조안면 북한강로 499번길 30,37.56761669999999,127.3183095,남양주송촌초,031-576-2724,,"22,00:00~24:00","23,00:00~24:00","24,미개방~미개방","25,00:00~24:00","26,00:00~24:00"
1512,경기도,남양주신촌초,부설,경기도 남양주시 평내로 122,37.6454062,127.239858,남양주신촌초,031-511-6315,,"22,07:00~20:00","23,07:00~20:00","24,07:00~20:00","25,08:30~16:30","26,08:30~16:30"
1513,경기도,남양주양정초,노상,경기도 남양주시 경춘로 468-33,37.6086032,127.1647287,남양주양정초,031-569-1160,,"22,09:00~18:00","23,09:00~18:00","24,미개방~미개방","25,09:00~18:00","26,09:00~18:00"
1514,경기도,남양주양지초,부설,경기도 남양주시 오남읍 진건오남로808 20-37,37.6987577,127.2065235,남양주양지초,031-574-0833,,"22,08:40~16:00","23,08:40~16:00","24,08:40~16:00","25,08:40~16:00","26,08:40~16:00"
1515,경기도,남양주월문초,노상,경기도 남양주시 와부읍 수레로 519,37.6095238,127.2617025,남양주월문초,031-576-2786,,"22,08:40~20:40","23,08:40~20:40","24,08:40~20:40","25,08:40~20:40","26,08:40~20:40"
1516,경기도,덕소초,부설,경기도 남양주시 수레로17,37.5884872,127.2145335,덕소초,031-577-6087,,"22,06:00~21:00","23,06:00~21:00","24,06:00~21:00","25,06:00~21:00","26,06:00~21:00"
1517,경기도,도농초,부설,경기도 남양주시 도농로 72,37.6123114,127.1575299,도농초,031-558-0254, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1518,경기도,도심초,부설,경기도 남양주시 와부읍 석실로 45,37.58005139999999,127.2277633,도심초,031-521-9828, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1519,경기도,도제원초,부설,경기도 남양주시 퇴계원면 경춘북로 558번길 10-1,37.6460435,127.1457402,도제원초,031-574-6096,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~12:00"
1520,경기도,동구초,부설,경기도 구리시 건원대로76번길 45,37.6091179,127.1416266,동구초,031-554-2065,,"22,08:00~16:00","23,미개방~미개방","24,미개방~미개방","25,미개방~미개방","26,08:00~16:00"
1521,경기도,동인초,부설,경기도 구리시 동구릉로 103번길 37,37.6105533,127.1338629,동인초,031-564-4038,,"22,미개방~미개방","23,08:00~21:00","24,미개방~미개방","25,08:00~21:00","26,08:00~21:00"
1522,경기도,마석초,부설,경기도 남양주시 화도읍 수레로 1234-52,37.6495094,127.3051562,마석초,031-594-1078,,"22,08:00~18:00","23,미개방~미개방","24,08:00~18:00","25,08:00~18:00","26,08:00~18:00"
1523,경기도,백문초,부설,경기도 구리시 장자대로13번길 12,37.5884849,127.1328608,백문초,031-551-0271, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1524,경기도,별가람초,부설,경기도 남양주시 별내3로 173,37.6669626,127.1147453,별가람초,031-522-2505,,"22,00:00~13:00","23,13:00~24:00","24,00:00~08:00","25,08:00~24:00","26,00:00~24:00"
1525,경기도,부양초,노상,경기도 구리시 장자대로 89-2,37.5901664,127.1420108,부양초,031-564-7907, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1526,경기도,부평초,노상,경기도 남양주시 진접읍 부평리 761,37.7373978,127.2015095,부평초,031-575-4611,,"22,06:00~18:00","23,06:00~18:00","24,06:00~18:00","25,06:00~18:00","26,06:00~18:00"
1527,경기도,사능초,부설,경기도 남양주시 진건읍 사릉로372번길 2,37.6553783,127.184064,사능초,031-574-1494, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1528,경기도,수동초,노외,경기도 남양주시 수동면 비룡로 832,37.7205337,127.3076994,수동초,031-593-6052,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1529,경기도,양오초,부설,경기도 남양주시 오남읍 양지로 261-35,37.6971148,127.1925322,양오초,031-528-6336,,"22,08:40~17:00","23,미개방~미개방","24,미개방~미개방","25,08:40~17:00","26,08:40~17:00"
1530,경기도,어람초,부설,경기도 남양주시 오남읍 진건오남로550번길 25,37.6824527,127.2132604,어람초,031-575-1791,,"22,미개방~미개방","23,미개방~미개방","24,미개방~미개방","25,00:00~24:00","26,00:00~24:00"
1531,경기도,오남초,부설,경기도 남양주시 오남읍 진건오남로 696,37.6951746,127.2146477,오남초,031-575-2233,,"22,09:00~20:00","23,09:00~20:00","24,09:00~20:00","25,09:00~20:00","26,09:00~20:00"
1532,경기도,와부초,부설,경기도 남양주시 와부읍 월문천로 63,37.5863853,127.2189217,와부초,031-576-4263, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1533,경기도,용신초,부설,경기도 남양주시 진건읍 사릉로474,37.6609513,127.1733343,용신초,031-527-0474,,"22,09:00~20:00","23,미개방~미개방","24,미개방~미개방","25,09:00~20:00","26,09:00~20:00"
1534,경기도,인창초,부설,경기도 구리시 동구릉로 37-13,37.6046487,127.1315146,인창초,031-551-0358, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1535,경기도,장승초,노상,경기도 남양주시 진접읍 금강로 1576길 12,37.730046,127.195527,장승초,031-574-4188,,"22,09:00~18:00","23,미개방~미개방","24,미개방~미개방","25,09:00~18:00","26,09:00~18:00"
1536,경기도,장자초,노상,경기도 구리시 장자대로 40,37.5869351,127.1353244,장자초,031-555-6385,,"22,08:00~20:00","23,08:00~20:00","24,미개방~미개방","25,08:00~20:00","26,08:00~20:00"
1537,경기도,장현초,부설,경기도 남양주시 진접읍 장현천로 37,37.7194566,127.1821979,장현초,031-571-2006,,"22,미개방~미개방","23,08:30~20:30","24,미개방~미개방","25,08:30~20:30","26,08:30~20:30"
1538,경기도,조안초,부설,경기도 남양주시 조안면 북한강로 229번길 20,37.5464833,127.300445,조안초,031-576-8145, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1539,경기도,주곡초,부설,경기도 남양주시 해밀예당1로 277,37.7245974,127.2059802,주곡초,031-574-6181,,"22,09:00~18:00","23,09:00~18:00","24,09:00~18:00","25,09:00~18:00","26,09:00~18:00"
1540,경기도,진건초,부설,경기도 남양주시 진건읍 사릉로 408-9,37.6576707,127.1788958,진건초,031-574-4791,,"22,미개방~미개방","23,09:00~15:30","24,미개방~미개방","25,미개방~미개방","26,미개방~미개방"
1541,경기도,천마초,노상,경기도 남양주시 화도읍 경춘로 1707,37.6560513,127.2799737,천마초,031-511-0340,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1542,경기도,판곡초,부설,경기도 남양주시 호평동,37.6545292,127.2489133,판곡초,031-559-3812,,"22,08:00~19:00","23,미개방~미개방","24,미개방~미개방","25,08:00~19:00","26,08:00~19:00"
1543,경기도,평내초,부설,경기도 남양주시 경춘로 1292-11(평내동),37.652402,127.2411433,평내초,031-591-2151,,"22,미개방~미개방","23,00:00~24:00","24,미개방~미개방","25,00:00~24:00","26,00:00~24:00"
1544,경기도,풍양초,부설,경기도 남양주시 진접읍 내각1로 31-1,37.7021448,127.1618702,풍양초,031-571-2925,,"22,00:00~08:30","23,미개방~미개방","24,미개방~미개방","25,16:30~24:00","26,00:00~24:00"
1545,경기도,화도초,부설,경기도 남양주시 화도읍 비룡로116번길 24-42,37.6631758,127.3081231,화도초,031-511-0290,,"22,09:00~17:00","23,09:00~17:00","24,09:00~17:00","25,09:00~17:00","26,09:00~17:00"
1546,경기도,심석초,노상,경기도 남양주시 화도읍 마석로 76길10,37.6577838,127.3057851,심석초,031-595-0160, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1547,경기도,가운중,부설,경기도 남양주시 가운로2길 74,37.5995008,127.1565747,가운중,070-7123-3729,,"22,08:00~18:00","23,08:00~18:00","24,08:00~18:00","25,08:00~18:00","26,08:00~18:00"
1548,경기도,구리여자중,부설,경기도 구리시 벌말로 168,37.5912494,127.1513538,구리여자중,031-563-4372,,"22,08:00~16:50","23,미개방~미개방","24,미개방~미개방","25,08:00~16:50","26,08:00~16:50"
1549,경기도,동구중,부설,경기도 구리시 동구릉로103번길 75,37.6124983,127.1347964,동구중,031-567-0615,,"22,미개방~미개방","23,09:00~20:00","24,미개방~미개방","25,09:00~20:00","26,미개방~미개방"
1550,경기도,마석중,부설,경기도 남양주시 화도읍 수레로 1234-38,37.6484509,127.3050368,마석중,031-595-2458,,"22,미개방~미개방","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1551,경기도,송라중,부설,경기도 남양주시 화도읍 마석로 45번길 31,37.6545493,127.3029298,송라중,031-523-7100, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1552,경기도,양오중,부설,경기도 남양주시 오남읍 양지로 261-31,37.6975592,127.1930988,양오중,031-574-0652,,"22,00:00~16:00","23,16:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1553,경기도,어람중,부설,경기도 남양주시 오남읍 진건오남로 550번길 36,37.6819106,127.2137429,어람중,031-575-7078,,"22,미개방~미개방","23,09:00~22:00","24,미개방~미개방","25,09:00~22:00","26,09:00~22:00"
1554,경기도,예봉중,부설,경기도 남양주시 와부읍 수레로 127-37,37.5953332,127.2203524,예봉중,031-579-2513,,"22,07:00~19:00","23,07:00~19:00","24,07:00~19:00","25,07:00~19:00","26,07:00~19:00"
1555,경기도,오남중,부설,경기도 남양주시 오남읍 진건오남로808번길 34,37.7013048,127.2058295,오남중,031-574-1984,,"22,미개방~미개방","23,08:00~17:00","24,미개방~미개방","25,08:00~17:00","26,08:00~17:00"
1556,경기도,와부중,부설,경기도 남양주시 와부읍 월문천로 65,37.5867813,127.2199411,와부중,031-579-6298,,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1557,경기도,장내중,부설,경기도 남양주시 평내로 37,37.6423318,127.2330294,장내중,031-559-4364,,"22,00:00~24:00","23,00:00~24:00","24,미개방~미개방","25,00:00~24:00","26,00:00~24:00"
1558,경기도,장자중,부설,경기도 구리시 장자호수길45,37.585762,127.1350844,장자중,031-556-6231,,"22,06:00~20:00","23,미개방~미개방","24,미개방~미개방","25,06:00~20:00","26,06:00~20:00"
1559,경기도,주곡중,부설,경기도 남양주시 진접읍 해밀예당1로 283,37.7250838,127.2067725,주곡중,031-575-9432, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1560,경기도,천마중,부설,경기도 남양주시 화도읍 먹갓로 28번길 12,37.6570413,127.2788864,천마중,031-522-2600, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1561,경기도,토평중,부설,경기도 구리시 장자대로 111번길 61,37.5899394,127.1442463,토평중,031-556-6194,,"22,08:00~20:00","23,13:00~20:00","24,08:00~20:00","25,08:00~20:00","26,08:00~20:00"
1562,경기도,퇴계원중,노상,경기도 남양주시 퇴계원면 퇴계원로 49-8,37.6525279,127.1414717,퇴계원중,031-570-1445,,"22,09:00~21:00","23,09:00~21:00","24,09:00~21:00","25,09:00~21:00","26,09:00~21:00"
1563,경기도,판곡중,부설,경기도 남양주시 늘을1로 115,37.6627647,127.2419536,판곡중,031-593-8439,,"22,미개방~미개방","23,09:00~18:00","24,미개방~미개방","25,09:00~18:00","26,09:00~18:00"
1564,경기도,평내중,부설,경기도 남양주시 경춘로 1286번길 23,37.6479813,127.2381773,평내중,031-594-6471,9.26(수) 08:40~16:40 미개방,"22,00:00~13:00","23,13:00~24:00","24,00:00~08:40","25,00:00~24:00","26,00:00~24:00"
1565,경기도,한별중,부설,경기도 남양주시 별내4로 70,37.6703901,127.2512618,한별중,031-570-5803,9/23 11:00~15:00  개방불가,"22,06:00~22:00","23,06:00~22:00","24,06:00~22:00","25,06:00~22:00","26,06:00~22:00"
1566,경기도,화광중,부설,경기도 남양주시 화도읍 경춘로 2226,37.6532737,127.3348122,화광중,031-593-0065,,"22,00:00~24:00","23,미개방~미개방","24,미개방~미개방","25,00:00~24:00","26,00:00~24:00"
1567,경기도,수동중,노외,경기도 남양주시 수동면 비룡로 790-22,37.7091347,127.3247372,수동중,031-593-6146, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
1568,경기도,심석중,노외,경기도 남양주시 남양주시 화도읍 마석로 62,37.656823,127.3068039,심석중,031-590-6798,,"22,08:00~17:00","23,08:00~17:00","24,08:00~17:00","25,08:00~17:00","26,08:00~17:00"
1569,경기도,연세중,부설,경기도 남양주시 조안면 북한강로 545,37.5684917,127.3219126,연세중,031-576-9860, ,"22,00:00~24:00","23,00:00~24:00","24,00:00~24:00","25,00:00~24:00","26,00:00~24:00"
